iter,timestamp,traj_waypoints,total_balls,cell0,cell1,cell2,cell3,cell4,cell5
1,2025-10-10 01:11:26,1571,192,42,30,27,22,30,41
2,2025-10-10 01:12:20,1571,197,42,34,28,26,27,40
3,2025-10-10 01:13:13,1571,197,46,37,28,20,26,40
4,2025-10-10 01:14:09,1571,191,33,40,36,18,30,34
5,2025-10-10 01:15:41,892,164,45,37,24,18,34,6
6,2025-10-10 01:16:40,1571,191,34,34,30,25,32,36
7,2025-10-10 01:17:39,1571,195,43,36,18,27,30,41
8,2025-10-10 01:18:35,1571,196,52,37,16,18,29,44
9,2025-10-10 01:19:32,1571,192,44,35,18,27,27,41
10,2025-10-10 01:20:31,1571,192,40,28,30,27,29,38
11,2025-10-10 01:21:26,1571,190,42,37,20,17,29,45
12,2025-10-10 01:22:25,1571,195,36,30,28,27,29,45
13,2025-10-10 01:23:21,1571,192,45,35,16,25,27,44
14,2025-10-10 01:24:17,1571,196,43,34,27,24,34,34
15,2025-10-10 01:26:04,847,191,43,36,37,18,26,31
16,2025-10-10 01:27:02,1571,189,29,48,16,14,37,45
17,2025-10-10 01:28:02,1571,183,33,31,29,25,33,32
18,2025-10-10 01:29:00,1571,193,51,36,17,20,27,42
19,2025-10-10 01:30:01,1571,189,42,25,32,21,36,33
20,2025-10-10 01:30:59,1571,193,43,34,21,29,22,44
21,2025-10-10 01:31:56,1571,193,43,34,21,29,22,44
22,2025-10-10 01:32:57,1571,191,41,26,33,21,34,36
23,2025-10-10 01:34:02,1571,197,40,43,26,15,34,39
24,2025-10-10 01:35:03,1571,192,32,32,32,32,27,37
25,2025-10-10 01:36:05,1571,193,36,30,30,29,23,45
26,2025-10-10 01:37:06,1571,194,40,33,32,25,31,33
27,2025-10-10 01:38:05,1571,195,38,38,33,26,28,32
28,2025-10-10 01:39:06,1571,193,36,30,30,29,23,45
29,2025-10-10 01:40:07,1571,191,34,34,30,25,32,36
30,2025-10-10 01:41:07,1571,194,39,36,26,24,36,33
31,2025-10-10 01:42:08,1571,195,51,37,17,22,28,40
32,2025-10-10 01:43:05,1571,196,52,38,14,19,29,44
33,2025-10-10 01:44:01,1571,193,48,38,12,20,33,42
34,2025-10-10 01:45:01,1571,191,34,34,30,25,32,36
35,2025-10-10 01:46:00,1571,194,36,37,32,24,31,34
36,2025-10-10 01:46:59,1571,191,34,34,30,25,32,36
37,2025-10-10 01:47:55,1571,197,43,42,30,13,25,44
38,2025-10-10 01:48:50,1571,195,43,36,18,27,30,41
39,2025-10-10 01:50:01,1230,193,42,34,27,25,25,40
40,2025-10-10 01:51:02,1571,192,38,31,32,23,28,40
41,2025-10-10 01:52:01,1571,194,35,37,25,26,32,39
42,2025-10-10 01:53:01,1571,193,51,36,17,20,27,42
43,2025-10-10 01:54:02,1571,193,36,30,30,29,23,45
44,2025-10-10 01:55:48,892,164,45,37,24,18,34,6
45,2025-10-10 01:57:35,890,169,41,41,31,14,34,8
46,2025-10-10 01:58:37,1571,195,43,36,18,27,30,41
47,2025-10-10 01:59:38,1571,195,36,30,28,27,29,45
48,2025-10-10 02:00:37,1571,196,39,42,31,18,37,29
49,2025-10-10 02:02:24,892,164,45,37,24,18,34,6
50,2025-10-10 02:03:22,1571,193,51,36,17,20,27,42
51,2025-10-10 02:04:21,1571,195,43,36,18,27,30,41
52,2025-10-10 02:05:25,1571,197,40,43,26,15,34,39
53,2025-10-10 02:07:12,892,164,45,37,24,18,34,6
54,2025-10-10 02:09:01,875,166,41,36,28,18,40,3
55,2025-10-10 02:09:58,1571,197,54,38,14,19,29,43
56,2025-10-10 02:11:00,1571,193,36,30,30,29,23,45
57,2025-10-10 02:12:49,875,166,41,36,28,18,40,3
58,2025-10-10 02:13:48,1571,195,42,37,31,12,28,45
59,2025-10-10 02:15:36,875,166,41,36,28,18,40,3
60,2025-10-10 02:16:36,1571,194,42,36,22,27,22,45
61,2025-10-10 02:17:38,1571,191,34,34,30,25,32,36
62,2025-10-10 02:18:39,1571,192,37,39,26,22,29,39
63,2025-10-10 02:19:38,1571,197,53,38,17,18,27,44
64,2025-10-10 02:20:37,1571,193,51,36,17,20,27,42
65,2025-10-10 02:22:25,892,164,45,37,24,18,34,6
66,2025-10-10 02:24:29,643,190,41,32,27,21,30,39
67,2025-10-10 02:25:32,1571,190,38,28,30,25,33,36
68,2025-10-10 02:26:30,1571,194,44,37,18,21,38,36
69,2025-10-10 02:27:30,1571,194,51,37,20,21,25,40
70,2025-10-10 02:28:29,1571,193,43,34,21,29,22,44
71,2025-10-10 02:29:31,1571,189,38,35,36,23,32,25
72,2025-10-10 02:30:31,1571,195,52,36,19,16,30,42
73,2025-10-10 02:31:30,1571,194,45,36,20,20,35,38
74,2025-10-10 02:32:31,1571,194,38,33,34,26,24,39
75,2025-10-10 02:35:08,48,197,37,36,27,30,31,36
76,2025-10-10 02:36:08,1571,193,51,36,17,20,27,42
77,2025-10-10 02:37:56,892,164,45,36,26,19,33,5
78,2025-10-10 02:38:59,1571,191,34,34,30,25,32,36
79,2025-10-10 02:40:02,1571,194,38,38,27,29,29,33
80,2025-10-10 02:41:05,1571,191,37,31,31,24,27,41
81,2025-10-10 02:42:05,1571,192,43,33,26,25,34,31
82,2025-10-10 02:43:08,1571,190,34,34,30,26,28,38
83,2025-10-10 02:44:08,1571,195,54,36,14,18,29,44
84,2025-10-10 02:45:11,1571,193,36,30,30,29,23,45
85,2025-10-10 02:46:10,1571,192,39,35,33,16,31,38
86,2025-10-10 02:47:28,1304,196,51,37,23,16,31,38
