iter,timestamp,traj_waypoints,total_balls,cell0,cell1,cell2,cell3,cell4,cell5
-19,2026-01-04 21:37:02,1571,136,27,25,14,6,31,33
-18,2026-01-04 21:37:16,1571,134,26,22,13,14,31,28
-17,2026-01-04 21:37:29,1571,136,24,18,18,13,34,29
-16,2026-01-04 21:37:43,1571,135,26,20,16,14,34,25
-15,2026-01-04 21:37:56,1571,132,26,17,16,11,32,30
-14,2026-01-04 21:38:10,1571,146,28,30,17,8,32,31
-13,2026-01-04 21:38:24,1571,143,24,24,18,14,31,32
-12,2026-01-04 21:38:37,1571,143,26,28,18,12,27,32
-11,2026-01-04 21:38:51,1571,143,22,26,14,14,27,40
-10,2026-01-04 21:39:05,1571,131,24,25,14,5,28,35
-9,2026-01-04 21:39:21,1565,111,32,8,7,10,14,40
-8,2026-01-04 21:39:35,1571,117,34,6,3,11,21,42
-7,2026-01-04 21:39:50,1566,118,34,9,11,4,21,39
-6,2026-01-04 21:40:06,1568,125,33,9,1,9,34,39
-5,2026-01-04 21:40:21,1571,115,31,5,3,6,24,46
-4,2026-01-04 21:40:34,1571,122,28,21,9,10,35,19
-3,2026-01-04 21:40:48,1571,126,27,21,14,11,36,17
-2,2026-01-04 21:41:02,1571,121,30,19,15,3,39,15
-1,2026-01-04 21:41:16,1571,126,26,22,15,7,31,25
0,2026-01-04 21:41:29,1571,118,28,22,5,10,35,18
1,2026-01-04 21:43:44,1571,148,24,22,23,24,25,30
2,2026-01-04 21:45:20,1434,59,21,5,10,11,4,8
3,2026-01-04 21:46:40,1571,133,30,25,2,18,21,37
4,2026-01-04 21:47:53,1571,148,28,25,14,20,32,29
5,2026-01-04 21:49:30,1571,148,28,25,14,20,32,29
6,2026-01-04 21:51:51,1571,141,30,25,4,22,20,40
