iter,step,x,y,z,error_m,timestamp
48,1298,-0.9245005568426558,-0.48675485645608735,0.51,0.0015383212123114907,2025-12-22 13:48:10
48,1299,-0.9237011942237164,-0.4893445073187186,0.51,0.0028798556812655264,2025-12-22 13:48:10
48,1300,-0.922889359048546,-0.4919062413078493,0.51,0.004196684733635225,2025-12-22 13:48:10
48,1301,-0.9220648697069653,-0.49443959305322643,0.51,0.005489202686845496,2025-12-22 13:48:10
48,1302,-0.9212275385248339,-0.4969441057462783,0.51,0.006754896295251056,2025-12-22 13:48:10
48,1303,-0.9203771717318638,-0.4994193313700153,0.51,0.007994288947608194,2025-12-22 13:48:10
48,1304,-0.9195135694357358,-0.5018648309086698,0.51,0.009206890446987968,2025-12-22 13:48:10
48,1305,-0.918636525602729,-0.5042801745373688,0.51,0.01039215605211571,2025-12-22 13:48:10
48,1306,-0.9177458280450818,-0.5066649417921845,0.51,0.011549549028008334,2025-12-22 13:48:10
48,1307,-0.9168412584152994,-0.5090187217209535,0.51,0.012678540284968244,2025-12-22 13:48:11
48,1308,-0.9159225922076256,-0.5113411130153028,0.51,0.013778607447533715,2025-12-22 13:48:11
48,1309,-0.9149895987668958,-0.5136317241243592,0.51,0.014849234495698931,2025-12-22 13:48:11
48,1310,-0.9140420413049906,-0.5158901733506636,0.51,0.015889911626087404,2025-12-22 13:48:11
48,1311,-0.9130796769251105,-0.5181160889288435,0.51,0.016900135162100028,2025-12-22 13:48:11
48,1312,-0.91210225665409,-0.5203091090876362,0.51,0.0178794074471129,2025-12-22 13:48:11
48,1313,-0.9111095254829734,-0.5224688820958803,0.51,0.01882723670356689,2025-12-22 13:48:11
48,1314,-0.9101012224160744,-0.5245950662931296,0.51,0.019743136863142323,2025-12-22 13:48:11
48,1315,-0.9090770805287385,-0.5266873301055622,0.51,0.020626627382582714,2025-12-22 13:48:11
48,1316,-0.908036827034033,-0.5287453520478854,0.51,0.02147723306183647,2025-12-22 13:48:11
48,1317,-0.9069801833585843,-0.5307688207119547,0.51,0.02229448387962588,2025-12-22 13:48:11
48,1318,-0.9059068652277832,-0.5327574347428454,0.51,0.023077914857979425,2025-12-22 13:48:11
