iter,timestamp,tag,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19
-4,2026-02-12 13-36-30,proposed,20.0,30.0,-20.0,15.0,-10.0,5.0,-5.0,5.0,-10.0,15.0,-20.0,0.0,40.0,30.0,20.0,10.0,-10.0,-20.0,-30.0,-40.0
-3,2026-02-12 13-42-14,proposed,80.0,-80.0,60.0,-60.0,40.0,-40.0,20.0,-20.0,10.0,-10.0,0.0,30.0,-30.0,60.0,-60.0,90.0,-90.0,120.0,-120.0,0.0
-2,2026-02-13 11-24-07,proposed,1.0,30.0,25.0,35.0,30.0,-20.0,-55.0,-50.0,-45.0,-70.0,45.0,-30.0,0.0,55.0,15.0,35.0,10.0,35.0,20.0,-45.0
-1,2026-02-11 19-03-06,proposed,20.0,50.0,-50.0,50.0,-50.0,50.0,-50.0,50.0,-50.0,50.0,-50.0,-50.0,50.0,-50.0,50.0,-50.0,50.0,-50.0,50.0,-50.0
0,2026-02-12 13-13-25,proposed,15.0,70.0,80.0,20.0,60.0,30.0,-40.0,-70.0,-80.0,-90.0,-15.0,-55.0,-60.0,-15.0,-45.0,-25.0,35.0,55.0,65.0,75.0
