iter,timestamp,traj_waypoints,total_balls,cell0,cell1,cell2,cell3,cell4,cell5
55,2025-12-21 14:50:25,1571,108,22,24,3,19,19,21
56,2025-12-21 14:51:21,1571,131,23,24,21,15,27,21
57,2025-12-21 14:51:59,1571,145,24,22,14,21,32,32
58,2025-12-21 14:52:43,1559,128,16,19,0,25,25,43
59,2025-12-21 14:53:24,1571,142,24,22,22,19,31,24
60,2025-12-21 14:54:22,1499,120,30,20,3,11,22,34
61,2025-12-21 14:55:04,1571,144,24,22,19,20,29,30
62,2025-12-21 14:56:48,1276,123,23,12,25,14,22,27
63,2025-12-21 15:01:01,1571,92,13,30,14,19,8,8
64,2025-12-21 15:01:50,1571,141,23,34,4,21,36,23
65,2025-12-21 15:03:20,1267,116,24,22,23,19,8,20
66,2025-12-21 15:04:14,1561,119,24,8,6,18,29,34
67,2025-12-21 15:05:10,1571,147,27,22,19,20,25,34
68,2025-12-21 15:05:57,1571,120,24,25,12,19,21,19
69,2025-12-21 15:06:41,1571,130,22,23,11,11,35,28
70,2025-12-21 15:07:23,1571,115,29,10,16,11,18,31
71,2025-12-21 15:08:49,1372,91,13,21,4,14,19,20
72,2025-12-21 15:09:40,1566,113,31,30,3,16,16,17
73,2025-12-21 15:10:24,1571,142,28,22,18,18,26,30
74,2025-12-21 15:12:00,1265,92,19,29,17,3,15,9
75,2025-12-21 15:12:48,1571,145,27,22,18,19,27,32
76,2025-12-21 15:13:26,1571,128,27,17,16,15,24,29
77,2025-12-21 15:14:11,1571,88,14,10,11,22,19,12
78,2025-12-21 15:14:53,1571,123,33,10,13,11,19,37
79,2025-12-21 15:15:37,1571,123,30,22,8,6,23,34
80,2025-12-21 15:16:22,1571,133,27,20,15,14,24,33
81,2025-12-21 15:17:04,1571,132,24,24,4,14,34,32
82,2025-12-21 15:18:19,1570,130,22,22,18,18,24,26
83,2025-12-21 15:19:56,1358,127,22,17,5,10,43,30
84,2025-12-21 15:23:58,1571,141,27,22,16,17,26,33
85,2025-12-21 15:24:53,1571,103,20,11,11,23,19,19
86,2025-12-21 15:25:45,1571,129,24,22,16,22,6,39
87,2025-12-21 15:27:23,1349,94,29,27,9,8,3,18
88,2025-12-21 15:28:09,1571,129,25,16,11,20,28,29
89,2025-12-21 15:28:49,1571,138,28,22,16,15,26,31
90,2025-12-21 15:29:42,1571,126,27,14,17,11,25,32
91,2025-12-21 15:30:30,1534,117,20,31,16,0,30,20
92,2025-12-21 15:31:22,1571,134,22,23,16,16,28,29
93,2025-12-21 15:32:08,1571,131,22,24,9,21,31,24
94,2025-12-21 15:32:53,1571,116,30,23,12,4,18,29
95,2025-12-21 15:33:48,1571,135,22,23,16,17,28,29
96,2025-12-21 15:34:54,1469,140,10,26,15,16,28,45
97,2025-12-21 15:35:41,1571,73,7,15,8,16,10,17
98,2025-12-21 15:36:39,1548,121,18,28,10,14,24,27
99,2025-12-21 15:37:20,1571,72,19,6,11,8,8,20
100,2025-12-21 15:38:14,1571,121,18,23,22,15,28,15
101,2025-12-21 15:39:05,1571,119,22,33,8,24,18,14
102,2025-12-21 15:39:57,1505,103,13,41,18,4,25,2
103,2025-12-21 15:41:10,1473,99,5,19,18,18,6,33
104,2025-12-21 15:41:59,1570,120,20,41,15,8,30,6
105,2025-12-21 15:42:44,1571,65,17,11,9,10,3,15
106,2025-12-21 15:46:59,1571,80,28,4,10,22,1,15
107,2025-12-21 15:47:55,1571,79,21,10,8,11,8,21
108,2025-12-21 15:48:38,1571,80,25,8,13,21,0,13
109,2025-12-21 15:49:29,1571,83,22,12,10,20,0,19
110,2025-12-21 15:50:25,1571,79,24,16,7,15,1,16
111,2025-12-21 15:51:32,1571,83,12,11,13,11,15,21
112,2025-12-21 15:52:29,1571,69,22,8,12,11,1,15
113,2025-12-21 15:53:29,1571,68,23,6,11,14,3,11
114,2025-12-21 15:54:16,1571,79,27,9,11,12,0,20
115,2025-12-21 15:55:25,1571,81,23,9,10,16,1,22
116,2025-12-21 15:56:18,1571,69,18,9,13,17,4,8
117,2025-12-21 15:57:15,1571,72,17,8,8,12,10,17
118,2025-12-21 15:58:16,1571,92,25,8,11,20,14,14
119,2025-12-21 15:59:09,1571,67,17,12,12,13,4,9
120,2025-12-21 15:59:53,1571,90,20,12,12,10,17,19
121,2025-12-21 16:00:57,1571,70,20,8,11,19,2,10
122,2025-12-21 16:01:42,1571,68,20,7,11,8,1,21
123,2025-12-21 16:02:40,1555,108,23,8,0,29,21,27
124,2025-12-21 16:03:32,1571,89,28,9,14,16,0,22
125,2025-12-21 16:04:31,1563,128,34,6,15,0,29,44
126,2025-12-21 16:05:29,1571,74,23,10,7,14,0,20
127,2025-12-21 16:06:19,1571,77,18,7,17,12,1,22
128,2025-12-21 16:09:55,1571,87,30,9,7,15,0,26
129,2025-12-21 16:14:08,1571,76,23,10,7,17,0,19
130,2025-12-21 16:16:15,1571,80,16,4,16,15,7,22
131,2025-12-21 16:17:27,1571,88,27,10,8,16,1,26
132,2025-12-21 16:21:50,1571,96,25,17,3,14,1,36
133,2025-12-21 16:22:45,1561,102,18,43,3,12,14,12
134,2025-12-21 16:24:42,1571,77,18,4,10,13,3,29
135,2025-12-21 16:28:58,1571,64,14,8,12,15,2,13
136,2025-12-21 16:30:02,1571,70,21,6,5,13,0,25
137,2025-12-21 16:34:16,1571,73,9,9,11,17,5,22
138,2025-12-21 16:35:08,1571,72,21,11,10,7,6,17
139,2025-12-21 16:36:04,1571,85,20,6,10,20,3,26
140,2025-12-21 16:57:02,1428,104,13,40,1,7,8,35
141,2025-12-21 17:04:31,1571,81,27,6,7,19,1,21
142,2025-12-21 17:05:30,1571,78,21,10,8,18,1,20
143,2025-12-21 17:26:02,1571,82,28,8,13,20,1,12
144,2025-12-21 17:46:30,1571,82,28,8,13,20,1,12
145,2025-12-21 18:06:57,1571,82,28,8,13,20,1,12
