iter,timestamp,tag,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19
-4,2025-12-21 14:06:04,executed,-112.47641514761354,-33.357761041561496,59.714987122768484,128.81558005111754,148.48352240204417,111.70441034077403,32.46404928047134,-59.11659267739155,-128.22575135156444,-148.59355299706783,-80.43613949954593,-35.53680212443279,59.256826935084746,70.82828032308156,-15.652121839279422,-80.60527631193743,-34.64613808619314,58.985857761294575,71.45370243886669,-14.398269323169611
-3,2025-12-21 14:06:30,proposed,-92.30230218527873,-39.82022808307775,62.26991542859197,134.41103829471464,174.25815396837748,144.21033660540922,23.080241248695827,-84.10459869362396,-133.43425611592238,-151.5445610540014,-90.03979200167618,-69.70530848581043,81.29448563770319,69.82648278460324,35.18669125499459,-56.41242941983567,4.135365813356117,53.04164382514152,97.87196304099497,-14.003551113969479
-3,2025-12-21 14:06:30,executed,-92.30230218527873,-39.82022808307775,62.26991542859197,134.41103829471464,174.25815396837748,144.21033660540922,23.080241248695827,-84.10459869362396,-133.43425611592238,-151.5445610540014,-90.03979200167618,-69.70530848581043,81.29448563770319,69.82648278460324,35.18669125499459,-56.41242941983567,4.135365813356117,53.04164382514152,97.87196304099497,-14.003551113969479
-2,2025-12-21 14:06:57,proposed,-64.20551086484083,-35.39780725827867,59.36336929798004,136.87502166852403,186.3786934464919,192.66573689537165,-15.251929563835944,-132.55514049562564,-120.50837176487732,-147.51454831947962,-93.17405564931424,-54.26439320772053,54.14228722164799,83.86083037992408,56.25318445627643,-51.01429097977783,-15.281719628869809,73.99927957666122,122.25558306707734,-15.037150772600535
-2,2025-12-21 14:06:57,executed,-64.20551086484083,-35.39780725827867,59.36336929798004,136.87502166852403,186.3786934464919,192.66573689537165,-15.251929563835944,-132.55514049562564,-120.50837176487732,-147.51454831947962,-93.17405564931424,-54.26439320772053,54.14228722164799,83.86083037992408,56.25318445627643,-51.01429097977783,-15.281719628869809,73.99927957666122,122.25558306707734,-15.037150772600535
-1,2025-12-21 14:07:23,proposed,-76.35646480906536,-37.92053555040716,45.67124212388734,155.4493166403931,149.49067276548632,183.32568841382948,30.59787729919507,-122.77893940771408,-106.30303195166405,-126.40385945499662,-92.09259364239854,-49.1053248808811,65.90792021571153,101.56571515217696,35.913043972138574,-53.68815160544438,-24.04542965551662,83.86814946522465,118.27540067011107,-40.53682291904347
-1,2025-12-21 14:07:23,executed,-76.35646480906536,-37.92053555040716,45.67124212388734,155.4493166403931,149.49067276548632,183.32568841382948,30.59787729919507,-122.77893940771408,-106.30303195166405,-126.40385945499662,-92.09259364239854,-49.1053248808811,65.90792021571153,101.56571515217696,35.913043972138574,-53.68815160544438,-24.04542965551662,83.86814946522465,118.27540067011107,-40.53682291904347
0,2025-12-21 14:07:49,proposed,-81.77071127041177,-35.82357449821236,50.681798438358776,136.94531733483157,160.83354597120444,162.52208409217073,27.52435827003632,-106.9819032007777,-130.82734888050115,-145.36399920926578,-103.48567248099984,-68.64832917483655,50.49528599204051,100.89148932310724,15.255859068815973,-30.839604071781324,-36.240989809266075,113.25647720275805,148.12897740487773,-26.394318361259106
0,2025-12-21 14:07:49,executed,-81.77071127041177,-35.82357449821236,50.681798438358776,136.94531733483157,160.83354597120444,162.52208409217073,27.52435827003632,-106.9819032007777,-130.82734888050115,-145.36399920926578,-103.48567248099984,-68.64832917483655,50.49528599204051,100.89148932310724,15.255859068815973,-30.839604071781324,-36.240989809266075,113.25647720275805,148.12897740487773,-26.394318361259106
1,2025-12-21 14:08:21,proposed,-30.0,20.0,-10.0,40.0,-5.0,30.0,-20.0,10.0,-40.0,5.0,25.0,-15.0,35.0,-25.0,10.0,-30.0,5.0,-45.0,15.0,-35.0
