iter,step,x,y,z,error_m,timestamp
22,1873,-0.40008976263118384,0.2768635873366497,0.51,0.0012480417891459622,2025-12-21 14:24:50
22,1874,-0.40208112033923205,0.27450019375843876,0.51,0.003499772013732886,2025-12-21 14:24:51
22,1875,-0.4040750304604913,0.2721255287853934,0.51,0.005472382987859282,2025-12-21 14:24:51
22,1876,-0.4060712600600871,0.26973980968112093,0.51,0.007292097486170255,2025-12-21 14:24:51
22,1877,-0.4080695635428124,0.2673432655821836,0.51,0.00885149822961068,2025-12-21 14:24:51
22,1878,-0.41006968285303425,0.26493613722280923,0.51,0.010186892783696956,2025-12-21 14:24:51
22,1879,-0.41207134769395937,0.2625186766364654,0.51,0.011224436236327446,2025-12-21 14:24:51
22,1880,-0.4140742757657813,0.2600911468348197,0.51,0.012012480363083515,2025-12-21 14:24:51
22,1881,-0.41607817302218203,0.25765382146467264,0.51,0.012501665707684797,2025-12-21 14:24:51
22,1882,-0.41808273394460727,0.25520698444351053,0.51,0.012626161068937802,2025-12-21 14:24:52
22,1883,-0.420087641833688,0.2527509295743877,0.51,0.012594786736346675,2025-12-21 14:24:52
22,1884,-0.422092569117132,0.25028596014090365,0.51,0.012259062400357982,2025-12-21 14:24:52
22,1885,-0.424097177673365,0.24781238848309795,0.51,0.011767030326454707,2025-12-21 14:24:52
22,1886,-0.4261011191701594,0.2453305355551375,0.51,0.01126483237380703,2025-12-21 14:24:52
22,1887,-0.4281040354174475,0.24284073046572108,0.51,0.010344584682525946,2025-12-21 14:24:52
22,1888,-0.4301055587334813,0.24034331000217266,0.51,0.009239184507341644,2025-12-21 14:24:52
22,1889,-0.4321053123234652,0.23783861813923876,0.51,0.008213328695895725,2025-12-21 14:24:52
22,1890,-0.4341029106697599,0.2353270055336443,0.51,0.007204020165058954,2025-12-21 14:24:52
22,1891,-0.43609795993272554,0.23280882900549793,0.51,0.006324756882248489,2025-12-21 14:24:53
22,1892,-0.4380900583612519,0.23028445100766984,0.51,0.005590337965331533,2025-12-21 14:24:53
22,1893,-0.440078796712001,0.2277542390842933,0.51,0.004844686603562281,2025-12-21 14:24:53
22,1894,-0.4420637586763709,0.2252185653195654,0.51,0.004251003689979322,2025-12-21 14:24:53
22,1895,-0.4440445213141784,0.22267780577804264,0.51,0.0037611000307106817,2025-12-21 14:24:53
22,1896,-0.4460206554930474,0.22013233993764214,0.51,0.003369182725174061,2025-12-21 14:24:53
22,1897,-0.4479917263324853,0.21758255011657235,0.51,0.002953728054092367,2025-12-21 14:24:53
22,1898,-0.4499572936516269,0.2150288208954228,0.51,0.0026919451479517557,2025-12-21 14:24:53
22,1899,-0.4519169124196295,0.2124715385356473,0.51,0.0015447601368172548,2025-12-21 14:24:53
22,1965,-0.546267851688843,0.05060633392632615,0.51,0.0012699917645664163,2025-12-21 14:24:56
22,1966,-0.5468923965281449,0.04835203355653384,0.51,0.001646864308217194,2025-12-21 14:24:56
22,1967,-0.5474871076862485,0.0461018639309192,0.51,0.0020845180741255135,2025-12-21 14:24:56
22,1968,-0.5480518426537059,0.04385556507846281,0.51,0.0026226474956784697,2025-12-21 14:24:56
22,1969,-0.5485864652039985,0.04161287032680781,0.51,0.0032836358924366966,2025-12-21 14:24:56
22,1970,-0.5490908453813895,0.03937350672113611,0.51,0.004038065163246073,2025-12-21 14:24:57
22,1971,-0.5495648594941981,0.03713719545164065,0.51,0.0048065009901919675,2025-12-21 14:24:57
22,1972,-0.5500083901137764,0.034903652289187,0.51,0.005700655350605835,2025-12-21 14:24:57
22,1973,-0.550421326079443,0.03267258802875081,0.51,0.006676276021320504,2025-12-21 14:24:57
22,1974,-0.5508035625095918,0.030443708940210396,0.51,0.007704494060183697,2025-12-21 14:24:57
22,1975,-0.5511550008191681,0.028216717226065044,0.51,0.008769940621590087,2025-12-21 14:24:57
22,1976,-0.551475548743668,0.02599131148564053,0.51,0.00988955704617387,2025-12-21 14:24:57
22,1977,-0.5517651203697851,0.02376718718533287,0.51,0.011005316185458464,2025-12-21 14:24:57
22,1978,-0.5520236361727955,0.021544037134430156,0.51,0.0121022345125189,2025-12-21 14:24:57
22,1979,-0.5522510230607348,0.019321551966040164,0.51,0.013153013956440286,2025-12-21 14:24:57
22,1980,-0.5524472144253884,0.01709942062263821,0.51,0.01412008523303083,2025-12-21 14:24:57
22,1981,-0.5526121502000779,0.014877330845735936,0.51,0.014908984476700134,2025-12-21 14:24:57
22,1982,-0.5527457769241932,0.012654969669156711,0.51,0.015372236626830443,2025-12-21 14:24:58
22,1983,-0.5528480478143794,0.010432023915387872,0.51,0.014637325960725494,2025-12-21 14:24:58
22,2632,0.5492687870349355,0.03484083814581927,0.51,0.0012432886040349678,2025-12-21 14:25:00
22,2633,0.5487437118384056,0.037098186083478604,0.51,0.0024480497446307064,2025-12-21 14:25:00
22,2634,0.5481899988142489,0.039360435986705355,0.51,0.003418158216420132,2025-12-21 14:25:01
22,2635,0.5476078479279588,0.04162770796299323,0.51,0.004311612590406438,2025-12-21 14:25:01
22,2636,0.5469974702292957,0.04390010946234224,0.51,0.005059971170739595,2025-12-21 14:25:01
22,2637,0.5463590879816373,0.046177734910961866,0.51,0.005644628416694418,2025-12-21 14:25:01
22,2638,0.5456929347840138,0.048460665361614724,0.51,0.0060989016932436035,2025-12-21 14:25:01
22,2639,0.5449992556850678,0.05074896816139983,0.51,0.0064060783191578,2025-12-21 14:25:01
22,2640,0.5442783072881934,0.053042696637755106,0.51,0.006572685123192182,2025-12-21 14:25:01
22,2641,0.5435303578471157,0.055341889803436344,0.51,0.0066393675454942975,2025-12-21 14:25:01
22,2642,0.5427556873511905,0.0576465720812041,0.51,0.006622766611793929,2025-12-21 14:25:01
22,2643,0.5419545875997215,0.05995675304892087,0.51,0.006544116613505035,2025-12-21 14:25:01
22,2644,0.5411273622646143,0.062272427205728495,0.51,0.0063140881384088745,2025-12-21 14:25:02
22,2645,0.5402743269407134,0.06459357375993999,0.51,0.0060340147696402125,2025-12-21 14:25:02
22,2646,0.5393958091831926,0.06692015643924121,0.51,0.005713481473199509,2025-12-21 14:25:02
22,2647,0.5384921485314067,0.06925212332375551,0.51,0.005442709661696498,2025-12-21 14:25:02
22,2648,0.5375636965186419,0.07158940670247944,0.51,0.005088238697371151,2025-12-21 14:25:02
22,2649,0.5366108166672435,0.07393192295354947,0.51,0.004710626017939978,2025-12-21 14:25:02
22,2650,0.5356338844686375,0.0762795724487486,0.51,0.004350673893248032,2025-12-21 14:25:02
22,2651,0.5346332873478069,0.07863223948260821,0.51,0.0041497557718278046,2025-12-21 14:25:02
22,2652,0.5336094246118299,0.08098979222640444,0.51,0.0038094733975402046,2025-12-21 14:25:02
22,2653,0.5325627073821334,0.08335208270728965,0.51,0.0034693299979269483,2025-12-21 14:25:03
22,2654,0.5314935585101662,0.0857189468127395,0.51,0.003083973455031308,2025-12-21 14:25:03
22,2655,0.5304024124762491,0.08809020432043346,0.51,0.0028119004898056418,2025-12-21 14:25:03
22,2656,0.5292897152714108,0.09046565895362277,0.51,0.0025583997888821725,2025-12-21 14:25:03
22,2657,0.5281559242620757,0.09284509846197475,0.51,0.0023462533044462906,2025-12-21 14:25:03
22,2658,0.5270015080375245,0.09522829472781588,0.51,0.002165452114520463,2025-12-21 14:25:03
22,2659,0.5258269462401071,0.09761500389762921,0.51,0.002019625860907658,2025-12-21 14:25:03
22,2660,0.5246327293782429,0.10000496653859403,0.51,0.0018264154302424895,2025-12-21 14:25:03
22,2661,0.5234193586223064,0.10239790781988822,0.51,0.0016756130570106957,2025-12-21 14:25:03
22,2662,0.5221873455835483,0.1047935377184064,0.51,0.0015494696659874008,2025-12-21 14:25:03
22,2663,0.5209372120762661,0.10719155124847958,0.51,0.0014046190460636607,2025-12-21 14:25:04
22,2664,0.5196694898634929,0.10959162871511662,0.51,0.0013181817323071855,2025-12-21 14:25:04
22,2665,0.5183847203865309,0.11199343599022203,0.51,0.0011540827753897774,2025-12-21 14:25:04
24,308,0.7229426411649658,-0.6434762146198214,0.51,0.0010711086975951102,2025-12-21 14:26:24
26,1702,0.47483573376030586,0.5022048328298255,0.51,0.0014708750720183515,2025-12-21 14:27:42
26,1703,0.4759103869355251,0.501132328409222,0.51,0.002013641503208067,2025-12-21 14:27:42
26,1704,0.47698641479122666,0.5000533557311146,0.51,0.0024139406941469797,2025-12-21 14:27:42
26,1705,0.4780638484476718,0.4989679250572921,0.51,0.0026956489846360478,2025-12-21 14:27:42
26,1706,0.47914271302459555,0.4978760530548415,0.51,0.0028847737271697213,2025-12-21 14:27:42
26,1707,0.4802230275993908,0.49677776282245095,0.51,0.002984248474423812,2025-12-21 14:27:43
