epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2445.22,0.89121,0.42213,0.78066,0.89664,0.56727,0.74002,0.58523,0.82411,0.43551,0.77867,0.000812,0.000812,0.000812
182,2457.53,0.88423,0.4078,0.78238,0.89495,0.5677,0.73971,0.58687,0.81181,0.43947,0.77869,0.0008054,0.0008054,0.0008054
183,2469.74,0.89145,0.41295,0.78361,0.89739,0.56864,0.73777,0.58463,0.81686,0.44335,0.77851,0.0007988,0.0007988,0.0007988
184,2482.69,0.87402,0.40839,0.7826,0.90526,0.56985,0.74684,0.59282,0.82098,0.4421,0.77832,0.0007922,0.0007922,0.0007922
185,2496.92,0.87967,0.41293,0.78311,0.90834,0.57129,0.7482,0.59507,0.82479,0.43596,0.77805,0.0007856,0.0007856,0.0007856
186,2510.59,0.88783,0.41828,0.78205,0.90943,0.5737,0.74758,0.59136,0.82476,0.43605,0.77852,0.000779,0.000779,0.000779
187,2522.02,0.87177,0.40448,0.78405,0.90108,0.57027,0.74276,0.58853,0.8139,0.43881,0.77936,0.0007724,0.0007724,0.0007724
188,2535.93,0.84907,0.39741,0.78082,0.89865,0.56631,0.74087,0.58924,0.81693,0.44832,0.77845,0.0007658,0.0007658,0.0007658
189,2546.99,0.8885,0.42129,0.78349,0.91324,0.56476,0.74156,0.58898,0.82482,0.43518,0.77898,0.0007592,0.0007592,0.0007592
190,2560.23,0.86964,0.41403,0.78198,0.90478,0.56604,0.74386,0.59049,0.83098,0.4344,0.77967,0.0007526,0.0007526,0.0007526
191,2577.38,0.87492,0.41084,0.78244,0.91264,0.56317,0.74534,0.59302,0.82679,0.42622,0.77991,0.000746,0.000746,0.000746
192,2591.63,0.88577,0.42563,0.78536,0.91234,0.56433,0.74194,0.59134,0.82057,0.42696,0.77875,0.0007394,0.0007394,0.0007394
193,2606.29,0.89184,0.41729,0.78319,0.92021,0.56284,0.74133,0.59026,0.82642,0.42534,0.77859,0.0007328,0.0007328,0.0007328
194,2618.97,0.86413,0.41668,0.78233,0.9032,0.56928,0.74351,0.58259,0.87043,0.4426,0.77928,0.0007262,0.0007262,0.0007262
195,2630.94,0.90894,0.40945,0.78284,0.89126,0.56558,0.73201,0.57956,0.82993,0.45051,0.77772,0.0007196,0.0007196,0.0007196
196,2644.72,0.86049,0.40183,0.7792,0.89501,0.56894,0.72977,0.57733,0.83207,0.50089,0.77815,0.000713,0.000713,0.000713
197,2658.08,0.87889,0.40676,0.78184,0.8962,0.56733,0.73971,0.5856,0.84528,0.46384,0.77864,0.0007064,0.0007064,0.0007064
198,2670.29,0.8706,0.40224,0.77977,0.90938,0.5638,0.74418,0.58967,0.82896,0.43527,0.77784,0.0006998,0.0006998,0.0006998
199,2682.45,0.8755,0.40736,0.7802,0.91384,0.56465,0.74746,0.59318,0.82202,0.43331,0.77855,0.0006932,0.0006932,0.0006932
200,2695.44,0.84968,0.39712,0.7804,0.89251,0.56429,0.73935,0.58794,0.81515,0.45115,0.77874,0.0006866,0.0006866,0.0006866
201,2707.21,0.86414,0.40332,0.78126,0.91112,0.56311,0.74045,0.58772,0.83249,0.44023,0.77887,0.00068,0.00068,0.00068
202,2719.39,0.87005,0.41023,0.78521,0.91002,0.56218,0.74143,0.591,0.82022,0.43389,0.77879,0.0006734,0.0006734,0.0006734
203,2732.72,0.85041,0.39572,0.78074,0.91705,0.56631,0.7464,0.59433,0.80906,0.42234,0.77832,0.0006668,0.0006668,0.0006668
204,2744.67,0.86301,0.42518,0.78202,0.92509,0.56354,0.74933,0.59243,0.82995,0.44479,0.77785,0.0006602,0.0006602,0.0006602
205,2759.29,0.87928,0.41399,0.78285,0.92209,0.56766,0.75019,0.59271,0.81775,0.43824,0.77815,0.0006536,0.0006536,0.0006536
206,2771.54,0.86698,0.40261,0.78167,0.91546,0.57044,0.7456,0.5893,0.815,0.42684,0.77833,0.000647,0.000647,0.000647
207,2788.16,0.86313,0.40807,0.78032,0.91419,0.56787,0.74621,0.59432,0.80723,0.42979,0.778,0.0006404,0.0006404,0.0006404
208,2801.35,0.88185,0.40243,0.78093,0.91411,0.5641,0.74133,0.59154,0.81387,0.44007,0.77827,0.0006338,0.0006338,0.0006338
209,2816.98,0.87911,0.40421,0.78319,0.91709,0.56126,0.74508,0.59058,0.8299,0.4332,0.77807,0.0006272,0.0006272,0.0006272
210,2830.39,0.882,0.40171,0.78376,0.90285,0.56806,0.74569,0.59186,0.80874,0.4367,0.77788,0.0006206,0.0006206,0.0006206
211,2847.08,0.88154,0.39951,0.78084,0.90029,0.56882,0.74444,0.59096,0.81047,0.43912,0.77843,0.000614,0.000614,0.000614
212,2863.24,0.88032,0.40687,0.77968,0.91254,0.57169,0.7439,0.5913,0.80659,0.42192,0.77787,0.0006074,0.0006074,0.0006074
213,2879.78,0.85183,0.38478,0.78084,0.91762,0.57228,0.74726,0.59459,0.80572,0.41717,0.77758,0.0006008,0.0006008,0.0006008
214,2892.96,0.8652,0.40147,0.78199,0.89815,0.57063,0.74282,0.59165,0.81108,0.44746,0.77763,0.0005942,0.0005942,0.0005942
215,2905.68,0.83823,0.38478,0.7793,0.89677,0.56647,0.74112,0.58675,0.81347,0.44513,0.77794,0.0005876,0.0005876,0.0005876
216,2918.36,0.8772,0.40654,0.77996,0.92184,0.56608,0.74497,0.59184,0.80596,0.42681,0.77751,0.000581,0.000581,0.000581
217,2931.13,0.8479,0.39092,0.78146,0.92342,0.56413,0.74465,0.59469,0.80709,0.42223,0.778,0.0005744,0.0005744,0.0005744
218,2941.99,0.86849,0.40791,0.78385,0.91954,0.56393,0.74776,0.59331,0.83674,0.42162,0.77927,0.0005678,0.0005678,0.0005678
219,2952.62,0.82381,0.38344,0.78098,0.9046,0.56763,0.7471,0.59018,0.85126,0.42778,0.77872,0.0005612,0.0005612,0.0005612
220,2964.38,0.84001,0.39501,0.78153,0.92495,0.55972,0.74661,0.59541,0.80884,0.41617,0.7773,0.0005546,0.0005546,0.0005546
221,2976.12,0.84015,0.39753,0.78085,0.9182,0.56314,0.7489,0.59321,0.81583,0.41422,0.77845,0.000548,0.000548,0.000548
222,2989.9,0.86702,0.39462,0.77989,0.91734,0.56558,0.74738,0.59686,0.81457,0.41954,0.77755,0.0005414,0.0005414,0.0005414
223,3003.23,0.86063,0.39465,0.78038,0.91775,0.56469,0.74451,0.59468,0.80681,0.42335,0.77778,0.0005348,0.0005348,0.0005348
224,3016.41,0.84887,0.39021,0.77912,0.90879,0.56956,0.74609,0.59315,0.80456,0.4247,0.77765,0.0005282,0.0005282,0.0005282
225,3028.64,0.8644,0.39049,0.78175,0.90166,0.57096,0.74303,0.58812,0.8047,0.44854,0.77745,0.0005216,0.0005216,0.0005216
226,3043.41,0.86364,0.3957,0.77712,0.93135,0.56826,0.75124,0.59544,0.81956,0.40926,0.77807,0.000515,0.000515,0.000515
227,3056.91,0.85098,0.39164,0.78069,0.9246,0.56503,0.74912,0.59647,0.81285,0.41104,0.77808,0.0005084,0.0005084,0.0005084
228,3070.28,0.84749,0.38407,0.77965,0.8974,0.56642,0.74383,0.58839,0.81397,0.43682,0.77807,0.0005018,0.0005018,0.0005018
229,3084.28,0.89304,0.40118,0.7832,0.92302,0.56635,0.74926,0.58712,0.85722,0.42739,0.77901,0.0004952,0.0004952,0.0004952
230,3098.23,0.88599,0.4104,0.7796,0.89696,0.57029,0.74028,0.58841,0.80997,0.45242,0.77795,0.0004886,0.0004886,0.0004886
231,3110.61,0.88399,0.3939,0.78114,0.89477,0.56816,0.73093,0.5787,0.81213,0.48116,0.7786,0.000482,0.000482,0.000482
232,3121.86,0.85413,0.39631,0.78122,0.90292,0.56684,0.74148,0.59237,0.79579,0.42413,0.77756,0.0004754,0.0004754,0.0004754
233,3135.02,0.85668,0.40316,0.77963,0.92143,0.56514,0.74778,0.5941,0.81422,0.42206,0.77744,0.0004688,0.0004688,0.0004688
234,3149.31,0.86351,0.39435,0.78087,0.90104,0.57281,0.74974,0.59305,0.82829,0.43429,0.77853,0.0004622,0.0004622,0.0004622
235,3162.93,0.84626,0.39196,0.78075,0.90794,0.57113,0.749,0.59752,0.80068,0.41416,0.77737,0.0004556,0.0004556,0.0004556
236,3179.35,0.8437,0.38804,0.77969,0.92273,0.57112,0.75011,0.59781,0.80596,0.43342,0.7775,0.000449,0.000449,0.000449
237,3190.86,0.84954,0.38771,0.77862,0.92105,0.57383,0.74816,0.59226,0.81505,0.42809,0.77731,0.0004424,0.0004424,0.0004424
238,3203.32,0.84216,0.38745,0.78312,0.90485,0.57291,0.7442,0.58626,0.82195,0.42764,0.77806,0.0004358,0.0004358,0.0004358
239,3216.43,0.83812,0.39408,0.78139,0.90373,0.57322,0.74876,0.5925,0.8017,0.42861,0.77753,0.0004292,0.0004292,0.0004292
240,3230.82,0.85567,0.39434,0.78005,0.90189,0.57132,0.74695,0.5974,0.79806,0.43073,0.77741,0.0004226,0.0004226,0.0004226
241,3244.23,0.84056,0.39175,0.77745,0.90079,0.57109,0.74925,0.59647,0.80391,0.42054,0.77719,0.000416,0.000416,0.000416
242,3256.28,0.86203,0.412,0.78251,0.89927,0.567,0.74279,0.59017,0.80158,0.42498,0.77778,0.0004094,0.0004094,0.0004094
243,3270.99,0.8455,0.38686,0.78,0.91502,0.567,0.74743,0.59512,0.80062,0.41696,0.77714,0.0004028,0.0004028,0.0004028
244,3284.69,0.85141,0.38886,0.77973,0.92115,0.56492,0.74938,0.59786,0.80102,0.41049,0.77779,0.0003962,0.0003962,0.0003962
245,3297.65,0.8569,0.39401,0.78064,0.93526,0.55971,0.74744,0.59468,0.80812,0.41187,0.77824,0.0003896,0.0003896,0.0003896
246,3312.53,0.83976,0.38948,0.77982,0.9098,0.56575,0.74481,0.59153,0.80606,0.42703,0.77722,0.000383,0.000383,0.000383
247,3324.88,0.81695,0.37153,0.77917,0.91535,0.56581,0.7462,0.59659,0.79682,0.41905,0.77745,0.0003764,0.0003764,0.0003764
248,3339.26,0.86469,0.38884,0.78149,0.93266,0.56499,0.74809,0.59759,0.79924,0.40674,0.77723,0.0003698,0.0003698,0.0003698
249,3353.61,0.84792,0.39034,0.78131,0.92313,0.56643,0.74596,0.59179,0.81918,0.42861,0.77759,0.0003632,0.0003632,0.0003632
250,3366.85,0.85727,0.39376,0.77952,0.90803,0.57436,0.75167,0.5958,0.81027,0.42751,0.77717,0.0003566,0.0003566,0.0003566
251,3380.96,0.82593,0.37335,0.77928,0.9118,0.57172,0.75137,0.59586,0.81449,0.41959,0.77763,0.00035,0.00035,0.00035
252,3394.37,0.84552,0.38288,0.78079,0.91999,0.57042,0.74874,0.59485,0.80535,0.41757,0.77755,0.0003434,0.0003434,0.0003434
253,3407.82,0.86245,0.40037,0.7823,0.93165,0.57407,0.75512,0.59769,0.81661,0.42254,0.77718,0.0003368,0.0003368,0.0003368
254,3420.15,0.85854,0.38595,0.77908,0.9181,0.56948,0.75152,0.59605,0.80684,0.42103,0.77753,0.0003302,0.0003302,0.0003302
255,3433.06,0.84214,0.39206,0.78002,0.91365,0.5675,0.74878,0.59857,0.79787,0.41631,0.77739,0.0003236,0.0003236,0.0003236
256,3446.16,0.85032,0.38334,0.78053,0.91879,0.56624,0.7488,0.60082,0.79971,0.40773,0.77706,0.000317,0.000317,0.000317
257,3460.05,0.83467,0.37995,0.77738,0.9176,0.56406,0.74794,0.59694,0.81562,0.41776,0.77741,0.0003104,0.0003104,0.0003104
258,3473.06,0.8432,0.39181,0.78211,0.92579,0.56047,0.7457,0.5961,0.80565,0.41978,0.77787,0.0003038,0.0003038,0.0003038
259,3485.16,0.83297,0.38355,0.78092,0.91219,0.56608,0.74531,0.5955,0.81791,0.41013,0.77787,0.0002972,0.0002972,0.0002972
260,3497.01,0.83628,0.38636,0.78046,0.92981,0.56189,0.74702,0.60127,0.79614,0.4058,0.77673,0.0002906,0.0002906,0.0002906
261,3508.08,0.8333,0.38324,0.77984,0.93368,0.56081,0.7457,0.59924,0.79332,0.40988,0.77666,0.000284,0.000284,0.000284
262,3521.04,0.8418,0.39088,0.77944,0.92213,0.56892,0.74867,0.59611,0.80138,0.41372,0.77673,0.0002774,0.0002774,0.0002774
263,3534.78,0.84057,0.39301,0.78116,0.90021,0.57199,0.74197,0.58853,0.80231,0.45333,0.7774,0.0002708,0.0002708,0.0002708
264,3545.87,0.83332,0.38551,0.78102,0.9248,0.57147,0.75191,0.60183,0.79415,0.4048,0.77687,0.0002642,0.0002642,0.0002642
265,3560.31,0.85607,0.38562,0.78048,0.92336,0.57179,0.75309,0.60078,0.8029,0.41176,0.77706,0.0002576,0.0002576,0.0002576
266,3573.55,0.85889,0.38486,0.77905,0.91658,0.57469,0.75465,0.6028,0.79253,0.41437,0.77694,0.000251,0.000251,0.000251
267,3585.67,0.82628,0.3715,0.77779,0.91674,0.57532,0.75506,0.60184,0.79686,0.4178,0.77667,0.0002444,0.0002444,0.0002444
268,3598.59,0.84911,0.38508,0.7793,0.92238,0.57614,0.75604,0.60319,0.79657,0.41084,0.77658,0.0002378,0.0002378,0.0002378
269,3611.12,0.83749,0.38036,0.77733,0.91325,0.57218,0.75096,0.60047,0.79848,0.40985,0.77645,0.0002312,0.0002312,0.0002312
270,3625,0.8343,0.37923,0.77856,0.93317,0.56271,0.74307,0.59757,0.79085,0.40442,0.77692,0.0002246,0.0002246,0.0002246
271,3637.19,0.82268,0.36933,0.77816,0.91929,0.5673,0.74423,0.59681,0.8,0.40287,0.77701,0.000218,0.000218,0.000218
272,3650.55,0.83677,0.37758,0.78082,0.90825,0.56826,0.74648,0.59371,0.81118,0.40835,0.77717,0.0002114,0.0002114,0.0002114
273,3664.77,0.8162,0.36999,0.78096,0.91624,0.5654,0.74742,0.59636,0.80093,0.42055,0.77703,0.0002048,0.0002048,0.0002048
274,3677.78,0.82948,0.3755,0.77982,0.91436,0.5741,0.75223,0.59924,0.7975,0.41093,0.7767,0.0001982,0.0001982,0.0001982
275,3692.62,0.83784,0.37486,0.77881,0.91654,0.56795,0.74977,0.59921,0.80387,0.40251,0.77688,0.0001916,0.0001916,0.0001916
276,3704.43,0.83323,0.37575,0.77908,0.92169,0.5652,0.74993,0.60054,0.80072,0.39866,0.77703,0.000185,0.000185,0.000185
277,3716.27,0.84022,0.38112,0.78292,0.91667,0.574,0.75338,0.6008,0.79185,0.41419,0.77672,0.0001784,0.0001784,0.0001784
278,3727.5,0.82484,0.3772,0.78195,0.92751,0.57548,0.75374,0.60082,0.79784,0.40916,0.77659,0.0001718,0.0001718,0.0001718
279,3740.58,0.83437,0.37145,0.78011,0.91883,0.57421,0.75124,0.60006,0.78978,0.41217,0.77695,0.0001652,0.0001652,0.0001652
280,3753.23,0.82186,0.36943,0.77725,0.91344,0.57634,0.75306,0.6003,0.79526,0.41443,0.77653,0.0001586,0.0001586,0.0001586
281,3766.79,0.85398,0.38625,0.78049,0.90974,0.57255,0.75105,0.59955,0.7967,0.41233,0.7768,0.000152,0.000152,0.000152
282,3780.09,0.81815,0.3774,0.7789,0.92129,0.5669,0.7493,0.59981,0.79663,0.40521,0.77664,0.0001454,0.0001454,0.0001454
283,3795.49,0.85156,0.3825,0.7773,0.93164,0.56675,0.75135,0.6,0.79783,0.40314,0.7767,0.0001388,0.0001388,0.0001388
284,3807.73,0.83084,0.37061,0.77849,0.91856,0.56565,0.74952,0.59898,0.795,0.40359,0.7772,0.0001322,0.0001322,0.0001322
285,3820.17,0.81069,0.37387,0.77964,0.91823,0.5656,0.75023,0.59863,0.7916,0.40502,0.77693,0.0001256,0.0001256,0.0001256
286,3836.87,0.83081,0.37264,0.77802,0.92389,0.57298,0.75435,0.59987,0.79931,0.40705,0.77635,0.000119,0.000119,0.000119
287,3849.59,0.83517,0.38163,0.7797,0.91703,0.57578,0.75306,0.60303,0.78384,0.41237,0.77595,0.0001124,0.0001124,0.0001124
288,3863.14,0.81628,0.36489,0.77681,0.93065,0.56591,0.74872,0.60096,0.79035,0.41353,0.77669,0.0001058,0.0001058,0.0001058
289,3877.3,0.83494,0.37368,0.78066,0.94085,0.56489,0.7507,0.60177,0.79764,0.40309,0.77667,9.92e-05,9.92e-05,9.92e-05
290,3890.69,0.81268,0.36678,0.77829,0.93863,0.56396,0.75006,0.60063,0.7935,0.40316,0.77659,9.26e-05,9.26e-05,9.26e-05
291,3901.28,0.81271,0.39457,0.78036,0.93449,0.56248,0.74624,0.59553,0.796,0.40556,0.77653,8.6e-05,8.6e-05,8.6e-05
292,3909.33,0.81058,0.39433,0.78208,0.93396,0.56113,0.73873,0.5877,0.80227,0.4055,0.77659,7.94e-05,7.94e-05,7.94e-05
293,3917.3,0.79537,0.37705,0.77939,0.92098,0.56705,0.73905,0.58761,0.80257,0.40644,0.77634,7.28e-05,7.28e-05,7.28e-05
294,3925.78,0.79159,0.37442,0.78204,0.92217,0.57165,0.74378,0.59066,0.80452,0.40657,0.77621,6.62e-05,6.62e-05,6.62e-05
295,3934.49,0.79122,0.37259,0.78213,0.91594,0.5722,0.74282,0.59051,0.79943,0.40962,0.77641,5.96e-05,5.96e-05,5.96e-05
296,3942.82,0.77802,0.36885,0.7836,0.93192,0.56459,0.74232,0.59179,0.79699,0.40863,0.77668,5.3e-05,5.3e-05,5.3e-05
297,3951.45,0.79633,0.37219,0.7846,0.93863,0.56589,0.744,0.59339,0.79518,0.40297,0.77678,4.64e-05,4.64e-05,4.64e-05
298,3959.9,0.79728,0.36711,0.77909,0.93558,0.56819,0.74399,0.59354,0.78939,0.40336,0.77645,3.98e-05,3.98e-05,3.98e-05
299,3968.86,0.78035,0.36505,0.78137,0.93101,0.56944,0.74605,0.59547,0.79139,0.40434,0.77634,3.32e-05,3.32e-05,3.32e-05
300,3976.99,0.78994,0.36466,0.78167,0.93116,0.56964,0.74793,0.59701,0.79403,0.40191,0.77634,2.66e-05,2.66e-05,2.66e-05
