step,x,y,z
45,0.014103426145602492,0.01589948653812053,0.54
46,0.014805093064170466,0.016600704503202644,0.54
47,0.015477868540271259,0.017164844712835792,0.54
48,0.01617724653912255,0.017794976725217654,0.54
49,0.01688197527484414,0.018564396170393224,0.54
50,0.017592438777388954,0.019324390089198742,0.54
51,0.018300595320275347,0.020127625174446002,0.54
52,0.019008744933209927,0.020972541152494768,0.54
53,0.0197058524505557,0.02168335757479621,0.54
54,0.02047986747415533,0.02250285774615987,0.54
55,0.021202421990941783,0.023220980751303615,0.54
56,0.021920328968961972,0.0240753858947297,0.54
57,0.02271969719450597,0.024958062593043923,0.54
58,0.02350607006436409,0.025718999925666588,0.54
59,0.02432573163126738,0.026467629801229787,0.54
60,0.025113095177282753,0.027250230942114623,0.54
61,0.025937070971027022,0.028090039006305263,0.54
62,0.026745997015361133,0.02899607945264997,0.54
63,0.027548166182529102,0.029859957159815986,0.54
64,0.028336300646835892,0.030727927246273733,0.54
65,0.029200083875276967,0.03163968362354422,0.54
66,0.03001244695418247,0.03242401056525588,0.54
67,0.030772377249897648,0.03310935201252572,0.54
68,0.03155430972133429,0.033898139709150864,0.54
69,0.03237044958254264,0.03478597096391045,0.54
70,0.03328347815361037,0.03577476514461465,0.54
71,0.034157532839834324,0.03664552624180708,0.54
72,0.03497542013640202,0.0374114873616532,0.54
73,0.03581822709015433,0.03828585036398086,0.54
74,0.0366888220652758,0.03922889223112029,0.54
75,0.03764945295955891,0.0402722816462344,0.54
76,0.03851350364074394,0.04114324643296427,0.54
77,0.03931075579922372,0.04190469879572984,0.54
78,0.0401467405767461,0.042800956428835635,0.54
79,0.04102323118965327,0.0437656418791326,0.54
80,0.04189058372049134,0.044655531885122564,0.54
81,0.04279102675317901,0.0455910906819227,0.54
82,0.043774578583456104,0.04664707078941341,0.54
83,0.04471950825379556,0.04760248227553796,0.54
84,0.04563234009951172,0.04860969272864786,0.54
85,0.04658801487384538,0.04966303975789832,0.54
86,0.04755163977781886,0.050574186537938604,0.54
87,0.048282389208100254,0.051405743900082825,0.54
88,0.049018767177001946,0.05229294574485255,0.54
89,0.04986759312186555,0.05327630432392596,0.54
90,0.05080915603975304,0.054341674116530236,0.54
91,0.05183533497818449,0.055375875208282195,0.54
92,0.052743999708584115,0.05626685415274641,0.54
93,0.05364042597629269,0.057309504964709754,0.54
94,0.054507039371995185,0.05831670256701737,0.54
95,0.05539089248371755,0.05939880423631637,0.54
96,0.056359378275554275,0.06040868564941029,0.54
97,0.057453396688198335,0.06135510886972614,0.54
98,0.05848240836085855,0.062262689733363456,0.54
99,0.059419781077503474,0.0632483821921272,0.54
100,0.0604029213153954,0.06428677625635217,0.54
101,0.06145687700649724,0.0652656334505904,0.54
102,0.06244048796463309,0.0662533037128016,0.54
103,0.06342014296432848,0.06728415804097893,0.54
104,0.06447679918417268,0.06840256353086381,0.54
105,0.06551630237326563,0.0695105540284349,0.54
106,0.06657414630002657,0.07054357503697939,0.54
107,0.06759932809590262,0.07153201097706625,0.54
108,0.0686467811114627,0.07260105757564302,0.54
109,0.0696316992231417,0.07355518727491883,0.54
110,0.07054390735859638,0.07440472590142447,0.54
111,0.07149380087064242,0.07541190779785129,0.54
112,0.07249007328452112,0.07644543170636012,0.54
113,0.07354875692236901,0.07760051281232433,0.54
114,0.07447208403790338,0.07863389159218717,0.54
115,0.07537153637972163,0.07954452545806928,0.54
116,0.07635052034889657,0.08059730006241897,0.54
117,0.07736086497762387,0.08164619517489932,0.54
118,0.07845793429241027,0.08281135212732851,0.54
119,0.07950274632573728,0.0838407295398965,0.54
120,0.08046606376684845,0.08473623477402982,0.54
121,0.08147059160798145,0.08578586599703282,0.54
122,0.08249085542958208,0.08682508848622923,0.54
123,0.08359783196752876,0.08800493962940587,0.54
124,0.08463932496693376,0.0890508804379684,0.54
125,0.08555314518190067,0.08995947867999213,0.54
126,0.08653842281870039,0.09102871209335124,0.54
127,0.08754424124743375,0.09206988884961635,0.54
128,0.08861121079572831,0.0930645650357695,0.54
129,0.08968098448155003,0.0940508134409445,0.54
130,0.09076795233508414,0.09520987963538897,0.54
131,0.09175260159353948,0.09625891931535807,0.54
132,0.09275597798108207,0.09732250876055161,0.54
133,0.09378245341978131,0.09826163510037923,0.54
134,0.09483138638735232,0.09936682822100983,0.54
135,0.09591551560587792,0.10045386605953001,0.54
136,0.09690926308613951,0.101299588208588,0.54
137,0.09793029719201646,0.10238604675245461,0.54
138,0.09898527179430491,0.1034373655248163,0.54
139,0.09988361922319251,0.10437751050971975,0.54
140,0.10090618433943489,0.10526927078086806,0.54
141,0.1019781102086806,0.10638179817006471,0.54
142,0.10306925425076295,0.10748878822858861,0.54
143,0.10413325527873576,0.10862603765625009,0.54
144,0.10524226557944216,0.10967007363964876,0.54
145,0.10621642501812409,0.11067766521504618,0.54
146,0.10724325971841671,0.1118866580659362,0.54
147,0.10831509053170273,0.11301467743957802,0.54
148,0.10938939271279288,0.11416171690052944,0.54
149,0.11048508865856839,0.11516324331205798,0.54
150,0.11161947599875939,0.11637645967894363,0.54
151,0.1125868240784143,0.11748879855338981,0.54
152,0.11356385086020129,0.1185491077204049,0.54
153,0.11459110145402268,0.11974836949537757,0.54
154,0.11551801365033329,0.1207549983313317,0.54
155,0.11649102970522934,0.12174995899698467,0.54
156,0.11745355637173903,0.12255562706712841,0.54
157,0.1185166387752305,0.12363432928794364,0.54
158,0.11960038518457339,0.12467514080044592,0.54
159,0.12049831097393901,0.12561299583827393,0.54
160,0.12146102328313713,0.12670454253694932,0.54
161,0.12243431265612516,0.12772996544565798,0.54
162,0.12346545924373935,0.12874659676417588,0.54
163,0.12455049687221324,0.12992582566575908,0.54
164,0.12583254883898704,0.13101859558229284,0.54
165,0.12703096233055441,0.13201888776389908,0.54
166,0.12804729923972016,0.13291736322772968,0.54
167,0.12905221296394997,0.13404892534890042,0.54
168,0.13012411683225672,0.13512362494225666,0.54
169,0.13130059210651399,0.13613961162687765,0.54
170,0.13242033734492795,0.1370958086451267,0.54
171,0.13351341316115772,0.1383174893199756,0.54
172,0.13448519374133625,0.13932484747766313,0.54
173,0.13533010391102754,0.14023886851479248,0.54
174,0.1362324472325106,0.14139988576858034,0.54
175,0.13723713846592647,0.14245230285353672,0.54
176,0.1383029557244159,0.1436504357445171,0.54
177,0.13929663807477694,0.14469566730051808,0.54
178,0.14019173300511553,0.14560477268823105,0.54
179,0.14113056066612772,0.1467029663827615,0.54
180,0.14218340414572725,0.14772497122335848,0.54
181,0.1433000556870172,0.1488724861200329,0.54
182,0.14432486473821746,0.14988000283393405,0.54
183,0.1452644726980749,0.15077911608594313,0.54
184,0.14628123138369836,0.1519287770206296,0.54
185,0.14738855875247686,0.15297556228401618,0.54
186,0.14862243591882862,0.15397258530952374,0.54
187,0.14977977742899237,0.15485506344135705,0.54
188,0.1509035038864616,0.15597479208783602,0.54
189,0.15188617058101164,0.1570137683288445,0.54
190,0.1529038557902358,0.15801698095756928,0.54
191,0.1540476303167349,0.15892356487985657,0.54
192,0.1551672232250009,0.16011806354599462,0.54
193,0.1562711332698489,0.16117898583150111,0.54
194,0.157174055519022,0.1620445019546786,0.54
195,0.1580909117435992,0.16313957496939271,0.54
196,0.15909088427814824,0.1641364757057197,0.54
197,0.16002233435332838,0.16501986158960782,0.54
198,0.1611121469705932,0.16585759166620104,0.54
199,0.1621842937484379,0.1670592646735192,0.54
200,0.16326720801294223,0.16812033720751404,0.54
201,0.16432633647320025,0.16912900219611465,0.54
202,0.16548857514590368,0.17008112201473136,0.54
203,0.16657852571889867,0.17097098507581093,0.54
204,0.1675951190277988,0.1721994538858664,0.54
205,0.16848338082647632,0.17330505599457496,0.54
206,0.16950371439487405,0.17431647798716066,0.54
207,0.17049926520037945,0.17519202378016602,0.54
208,0.17148040207260928,0.1763326017141018,0.54
209,0.17239843731005725,0.17732136358738973,0.54
210,0.17312704710494073,0.17832046212492061,0.54
211,0.17417210737296454,0.17918185729179006,0.54
212,0.17522947369351138,0.18041581011967806,0.54
213,0.17625186916113447,0.1814323716461572,0.54
214,0.1772548264957814,0.18242392269575344,0.54
215,0.17845175145795308,0.1833811903156171,0.54
216,0.1795175511487613,0.18418567622261606,0.54
217,0.18071155553739449,0.18497581336879215,0.54
218,0.1818281918960983,0.1857926452861719,0.54
219,0.18289066902610576,0.18693722827087056,0.54
220,0.18369823220738352,0.1880965015339484,0.54
221,0.1845756128183171,0.18905993523833323,0.54
222,0.1855700430300694,0.1903250427944366,0.54
223,0.18685986693123716,0.19140540953506177,0.54
224,0.18781207334494296,0.1924279932594612,0.54
225,0.18878113633983357,0.1933722567109223,0.54
226,0.18975603074904307,0.19457050043617807,0.54
227,0.19080736139312585,0.195615318601173,0.54
228,0.1915489028181552,0.19655519159914447,0.54
229,0.19259777908180847,0.197320062794377,0.54
230,0.19366569439970915,0.1984121625257569,0.54
231,0.1947641777463018,0.1994039738817003,0.54
232,0.19579285939839086,0.20032569838562148,0.54
233,0.1969912453074119,0.2012423684243245,0.54
234,0.19805223000725666,0.2020777864521578,0.54
235,0.1990895355304509,0.20318124619820516,0.54
236,0.1999625408689778,0.2041880460005341,0.54
237,0.2007240448652955,0.20507927929625494,0.54
238,0.20159341174945963,0.20616799312963963,0.54
239,0.2026162284220423,0.20713959664996645,0.54
240,0.20371574390582967,0.2083503045137346,0.54
241,0.20469919621068383,0.20941167632693344,0.54
242,0.2055636461685262,0.21031103067780704,0.54
243,0.20650836958292274,0.21142365870142305,0.54
244,0.20749767302015876,0.2123409313955472,0.54
245,0.20871285939550527,0.2131734880972122,0.54
246,0.2098622221732867,0.2139892686211505,0.54
247,0.21096768647652436,0.21518059171857237,0.54
248,0.21178266748975835,0.21629994469465197,0.54
249,0.21266391215237446,0.21721181649619412,0.54
250,0.21364051287413996,0.21828455957594622,0.54
251,0.2149771699582691,0.21929843827888237,0.54
252,0.21597874425852223,0.2202298312703129,0.54
253,0.2169499477175329,0.22108214436886275,0.54
254,0.21792898356579848,0.22220509614490305,0.54
255,0.21892070599461416,0.2231479210489122,0.54
256,0.2197956486281688,0.22389863740695787,0.54
257,0.22089319939408772,0.2245507545067333,0.54
258,0.22194601215867013,0.22562934180789698,0.54
259,0.22299357711052886,0.22659400196433957,0.54
260,0.22403189207096344,0.22756215197566373,0.54
261,0.2251934681589077,0.22843044968405707,0.54
262,0.22624221497680427,0.22923266869293768,0.54
263,0.2272265770556706,0.2303832310867262,0.54
264,0.22797424979423958,0.23142505467116853,0.54
265,0.2288852147208158,0.23266903085278523,0.54
266,0.22968909573811225,0.23367930765712272,0.54
267,0.23057204079514632,0.23457034997120876,0.54
268,0.23149840522687856,0.23561001673771798,0.54
269,0.23235191738736344,0.23649714371390376,0.54
270,0.23342557406067171,0.23734386455603343,0.54
271,0.23445715973746473,0.23812963761959172,0.54
272,0.2354601013970651,0.23919285422006253,0.54
273,0.23651885219835822,0.24013867130420208,0.54
274,0.23744337045262093,0.24093114408278257,0.54
275,0.23861785418850695,0.24172597067819937,0.54
276,0.23971684753281247,0.2428656660025241,0.54
277,0.24072762469409978,0.24381511073674528,0.54
278,0.2417511232949843,0.2447440435526662,0.54
279,0.24294967714168833,0.24556763235661666,0.54
280,0.24398829582132597,0.24630301382558623,0.54
281,0.24491967845573845,0.24735715335838274,0.54
282,0.24560337506877075,0.24831175018553714,0.54
283,0.2464717720399968,0.2494776220541005,0.54
284,0.24720878565551926,0.25045252321362416,0.54
285,0.24807209001191471,0.25128427645769036,0.54
286,0.24904275588524505,0.2523464683781712,0.54
287,0.2499156574132435,0.2532328911421128,0.54
288,0.25111753410023463,0.2540017366544012,0.54
289,0.2522011375265056,0.2547322254176789,0.54
290,0.25323046447559455,0.2558225559820737,0.54
291,0.25427625357726436,0.25676488029532835,0.54
292,0.2550967678717962,0.25755412315598813,0.54
293,0.2559862669197424,0.25858283470511806,0.54
294,0.25729027599599485,0.2595691431944632,0.54
295,0.2584388641837227,0.2604009663617832,0.54
296,0.2594569793015087,0.26118902339540095,0.54
297,0.26064899037215666,0.2620052896787155,0.54
298,0.2616651257398544,0.26274684027217066,0.54
299,0.26259968186770555,0.2637779650701358,0.54
300,0.2633245293017807,0.2646606054267139,0.54
301,0.2639212518719424,0.2653872421541853,0.54
302,0.2646555188383197,0.26645993784769734,0.54
303,0.2655200209415488,0.2673065546171926,0.54
304,0.26650923185638165,0.26842321982088513,0.54
305,0.2673854272846975,0.26935327053260955,0.54
306,0.2681675221784988,0.27009032800308025,0.54
307,0.26904171074109484,0.2711096809322302,0.54
308,0.27007018468194527,0.27199164292403233,0.54
309,0.2711683253840171,0.2730936537800688,0.54
310,0.27212002436481103,0.27400706500316513,0.54
311,0.27294456285819574,0.2747205220007,0.54
312,0.2738237172208487,0.27574058343828883,0.54
313,0.27481938632698777,0.2765895411760696,0.54
314,0.27587602346792417,0.27760293238964284,0.54
315,0.2768332342545095,0.27844672276473775,0.54
316,0.2776865518587794,0.2790963857761372,0.54
317,0.27861482557608236,0.28006799609858285,0.54
318,0.27962828266694323,0.2808778549494644,0.54
319,0.2809202208889584,0.2815997533609445,0.54
320,0.2820313580377908,0.28228246521401434,0.54
321,0.2830799002590164,0.283278026960853,0.54
322,0.283927258913758,0.28412652828566304,0.54
323,0.2848483745750116,0.2849027633208477,0.54
324,0.2857913146234743,0.28592425315103964,0.54
325,0.2871459480222862,0.2868866925278466,0.54
326,0.2880259941517651,0.2876756345345709,0.54
327,0.2888329800207193,0.2883696564869228,0.54
328,0.28966932751045776,0.28936434661841987,0.54
329,0.2906077704334746,0.29022734324836924,0.54
330,0.29139809781864673,0.2908845185036083,0.54
331,0.2922476719131762,0.29184639115759686,0.54
332,0.2935422420767951,0.29271028328496984,0.54
333,0.29465069048682746,0.2934369487361428,0.54
334,0.29566253064202885,0.2942030988841829,0.54
335,0.29686216479995153,0.29504458263409894,0.54
336,0.2978598158002027,0.29577571655769563,0.54
337,0.2987449581030736,0.2967878289701792,0.54
338,0.2993993714824261,0.29763573456354,0.54
339,0.30019313289530514,0.2987003686955647,0.54
340,0.30085630908677496,0.29957594809161714,0.54
341,0.30169008564382727,0.3003403084006702,0.54
342,0.3025899009487301,0.3013313682443118,0.54
343,0.3033437359808849,0.30212169985641485,0.54
344,0.30454905123425224,0.3028364182886763,0.54
345,0.3055975577290032,0.30349679592512624,0.54
346,0.30654541211023256,0.3044785237306789,0.54
347,0.30752909519153143,0.30530571410731144,0.54
348,0.3083431984888589,0.30592817455102106,0.54
349,0.3091710316589941,0.3068564418866412,0.54
350,0.31046892444811836,0.30777341409574144,0.54
351,0.311558882458553,0.30849753660343426,0.54
352,0.31256542782973706,0.30923492831603944,0.54
353,0.31380632584724844,0.31002125712894857,0.54
354,0.31480164296021473,0.31069899556609515,0.54
355,0.315661417096615,0.31162548964537484,0.54
356,0.3163329496395493,0.31237209759044515,0.54
357,0.3171037652126219,0.3133542313275583,0.54
358,0.3177743752234536,0.31414774645060684,0.54
359,0.31859676036381607,0.31486350625464715,0.54
360,0.319450005772548,0.3158383051180817,0.54
361,0.3202204887844199,0.3165984673518791,0.54
362,0.321428208742409,0.31738378780745213,0.54
363,0.3224286409028891,0.3180372429946041,0.54
364,0.3233256791833548,0.31901114535529473,0.54
365,0.3242731002203667,0.3198235945518666,0.54
366,0.32504119588170843,0.32042410171469,0.54
367,0.32583248733141995,0.321326994559919,0.54
368,0.3271179247361863,0.32223392786112065,0.54
369,0.32822957463408553,0.32297051710947866,0.54
370,0.32925575227734294,0.32367892509947654,0.54
371,0.33050693972514167,0.3244508993629632,0.54
372,0.3315053828047827,0.3251048913943743,0.54
373,0.3323481680774014,0.32599139603925037,0.54
374,0.33295617580160697,0.32670126158873464,0.54
375,0.3336770828616623,0.32764089844531646,0.54
376,0.3343095621601709,0.32839047352143586,0.54
377,0.3351144507838631,0.3290692480709296,0.54
378,0.3359426310223446,0.3300012951919268,0.54
379,0.3366935960611548,0.3307162666504085,0.54
380,0.3378944732850178,0.33148457260996084,0.54
381,0.33887981876737566,0.3321179744512843,0.54
382,0.3397582872838428,0.33306140541750257,0.54
383,0.34070290848045137,0.3338441492393147,0.54
384,0.3414636408509485,0.3344109851468705,0.54
385,0.3422391827278931,0.33528117739406094,0.54
386,0.3435266437740493,0.3361783644810094,0.54
387,0.344645302720723,0.336898211773859,0.54
388,0.3456850648501926,0.3375719118582571,0.54
389,0.3469415709507575,0.3383328727778873,0.54
390,0.34793977662668685,0.3389686519458225,0.54
391,0.34876070293478223,0.3398209775248961,0.54
392,0.34930016164903643,0.3405267541581033,0.54
393,0.34998127514816574,0.3414382794237698,0.54
394,0.350594470952136,0.342146785988789,0.54
395,0.3514037386146718,0.34278322543642814,0.54
396,0.35222442787994956,0.3436630148280818,0.54
397,0.35351481648165756,0.34457262212680834,0.54
398,0.3543629365707622,0.3452803119661751,0.54
399,0.3552128882871511,0.3459525043151039,0.54
400,0.3559957007590799,0.3468599912308108,0.54
401,0.3569021177601696,0.34759247894308526,0.54
402,0.35813435530469856,0.34840030658444826,0.54
403,0.35915276514247646,0.3490586587053153,0.54
404,0.36009536902854683,0.3496327364756771,0.54
405,0.3613185005185782,0.35031941391528165,0.54
406,0.3623238391206921,0.3511393644960398,0.54
407,0.3632043806190724,0.3518127213336506,0.54
408,0.36376912262558864,0.35232816570248376,0.54
409,0.3647515623124365,0.3529608355730864,0.54
410,0.36561411742364414,0.35353582905690784,0.54
411,0.3663382320229838,0.35439146948372474,0.54
412,0.3671658459919581,0.3550903118363745,0.54
413,0.368335266321286,0.35590253327036075,0.54
414,0.36932705531606264,0.3565636321089395,0.54
415,0.3701376058657959,0.35740597302710536,0.54
416,0.3707359143506185,0.35805899262568924,0.54
417,0.37149439762397807,0.35865016512241815,0.54
418,0.3726407349595627,0.35940691750969195,0.54
419,0.37360947466455363,0.36033840435059783,0.54
420,0.37453797154145846,0.36107687319610726,0.54
421,0.3754782227853611,0.3617268523503467,0.54
422,0.3766710173338171,0.3625051415196716,0.54
423,0.37740026457359843,0.36304745993556453,0.54
424,0.378034713608105,0.36384007276988534,0.54
425,0.3787911805904187,0.3645021100760199,0.54
426,0.37965764301049437,0.36509124828533734,0.54
427,0.38082831343398243,0.36583750010926713,0.54
428,0.38180285888641324,0.36667775089253146,0.54
429,0.38244248467526637,0.36732431838741897,0.54
430,0.3831895434262022,0.36792353336110245,0.54
431,0.383880834413257,0.36872571797705767,0.54
432,0.3844685661231566,0.3693219926782459,0.54
433,0.3851755733106484,0.3701393335238283,0.54
434,0.38583827443434326,0.37076765761899133,0.54
435,0.38673871771443014,0.37132706021882667,0.54
436,0.3875820963125377,0.37214038876416483,0.54
437,0.38893397723679374,0.37303121805626027,0.54
438,0.39011668458776466,0.3737001510155174,0.54
439,0.3909014785224232,0.3741529419826445,0.54
440,0.3915921074624143,0.37487190902906065,0.54
441,0.39247074877204585,0.3754529050215059,0.54
442,0.39369025593281587,0.3761950227631595,0.54
443,0.39475898261166986,0.3767782572471466,0.54
444,0.39562145722044467,0.3775143696358173,0.54
445,0.39624869440358196,0.37806001508479825,0.54
446,0.39678451847707874,0.37844039443123856,0.54
447,0.39735743724134326,0.37918663483286486,0.54
448,0.39816228377278207,0.3801302459239817,0.54
449,0.398900966524658,0.3808882724892217,0.54
450,0.3998776970316321,0.38152370032278693,0.54
451,0.400980637183031,0.3820441577414984,0.54
452,0.40231854911025317,0.38275570824423566,0.54
453,0.4033794776166496,0.38355656057598564,0.54
454,0.40440259324128636,0.38414449246129273,0.54
455,0.4050910134897062,0.38454447838666816,0.54
456,0.40612488759829335,0.38515206626248055,0.54
457,0.4069672133162873,0.38594951273812306,0.54
458,0.40784481700982905,0.3866013566383474,0.54
459,0.4087788887887569,0.3871765004067265,0.54
460,0.40991750011934674,0.3878970512964926,0.54
461,0.4108866847449646,0.3884446947801457,0.54
462,0.41161551740722296,0.38912163648486703,0.54
463,0.412115948918758,0.3896142798614424,0.54
464,0.4130810809535458,0.3902723026787925,0.54
465,0.41397493235208915,0.39082037852277224,0.54
466,0.4146656999843962,0.3915899681794345,0.54
467,0.4155009495540555,0.39219218342308126,0.54
468,0.4161057705702561,0.3926061052015495,0.54
469,0.4166654611787978,0.39329970810297515,0.54
470,0.4178086008062957,0.39413946192499305,0.54
471,0.41887580690110693,0.3947477834633582,0.54
472,0.41991699159268814,0.39525779744518846,0.54
473,0.4211159620210204,0.3959622637857122,0.54
474,0.4220302545937402,0.3967167065480357,0.54
475,0.422930699392055,0.39729694858655107,0.54
476,0.42356700124599916,0.39771661100492584,0.54
477,0.4245187109702638,0.39831980930100475,0.54
478,0.4253779460624096,0.3988187358683772,0.54
479,0.4259916600134358,0.3995348206800106,0.54
480,0.4267763186383566,0.40007911612042896,0.54
481,0.4278699439357934,0.400816238344326,0.54
482,0.4288472537923674,0.4013543495637458,0.54
483,0.42956617358319454,0.4020193231273331,0.54
484,0.43006372834722534,0.4025152957603458,0.54
485,0.43053574756917506,0.402872550590074,0.54
486,0.4309994514735406,0.40357091483031926,0.54
487,0.43166763929296936,0.4044553821409251,0.54
488,0.432300129891522,0.4051620442087561,0.54
489,0.4332614557899831,0.4057031985920982,0.54
490,0.43410619644414433,0.40640253653070135,0.54
491,0.43482002345664106,0.4069066845990694,0.54
492,0.4360102816016261,0.40758486055900806,0.54
493,0.437155861087844,0.4080844375378736,0.54
494,0.43801200776234234,0.408774000036009,0.54
495,0.43902779971201034,0.4092615629417732,0.54
496,0.4402800181155885,0.40994023458106527,0.54
497,0.44140130388278925,0.4104147276613007,0.54
498,0.4424609904399288,0.4107684065239372,0.54
499,0.4436218859119709,0.41135277785842067,0.54
500,0.4444411043475803,0.41197373541458315,0.54
501,0.4449477334036995,0.41243814187062294,0.54
502,0.44564262711145336,0.4128419786036498,0.54
503,0.44616611153604313,0.4134369125048267,0.54
504,0.4465902773743518,0.4138679452148082,0.54
505,0.4470933904379958,0.41452901189356844,0.54
506,0.4476051450775751,0.41503761815172197,0.54
507,0.44823818380595765,0.41577756402240396,0.54
508,0.44886793334962594,0.41636047881775606,0.54
509,0.44985320183108923,0.4168059314734714,0.54
510,0.45065707829354695,0.41750654984352775,0.54
511,0.4519950729463575,0.41837187592430164,0.54
512,0.45325480730072903,0.41892947452726453,0.54
513,0.454110347862591,0.4193006719536965,0.54
514,0.45475297971792744,0.41989076466490743,0.54
515,0.4556736513699401,0.4202897102924996,0.54
516,0.45688412142037976,0.42093345600685744,0.54
517,0.45801306278086457,0.4213509826902146,0.54
518,0.4587953321468342,0.42189308066131886,0.54
519,0.4593455326091446,0.42228116982580194,0.54
520,0.46033007219023364,0.4228598079728221,0.54
521,0.4613126609051502,0.42328211411835276,0.54
522,0.46198485767140346,0.4238859893156509,0.54
523,0.46287117134404515,0.42431730263987777,0.54
524,0.4639954741816392,0.4249749499300825,0.54
525,0.4650352363033339,0.42542807347867234,0.54
526,0.4660289216243366,0.425782425022869,0.54
527,0.4671129571658592,0.4264179413039378,0.54
528,0.4678274743052957,0.42708386593087005,0.54
529,0.4682810284641473,0.4276011768771571,0.54
530,0.4689466978308888,0.4280102990481217,0.54
531,0.4694051741173547,0.4285960266345514,0.54
532,0.4703921022340848,0.42933969870249694,0.54
533,0.47139056295802073,0.4298214576528872,0.54
534,0.47241986930954477,0.430178676305441,0.54
535,0.4735306388894129,0.43076599149673456,0.54
536,0.47449477216661046,0.43114532722122145,0.54
537,0.47552210619371993,0.43171007300381303,0.54
538,0.47637596805348587,0.4321052589735523,0.54
539,0.4768332013453146,0.43262393911807495,0.54
540,0.4775120478583699,0.4329704324082116,0.54
541,0.47846555282189995,0.433578105015368,0.54
542,0.4790994401611654,0.4339953295399125,0.54
543,0.4798318208732482,0.43432568153706086,0.54
544,0.4802304144690502,0.4348730730250304,0.54
545,0.4806576536233403,0.43554557472590544,0.54
546,0.48104218255234815,0.43606658782742996,0.54
547,0.4815112955885544,0.4364308344029262,0.54
548,0.4819904970361292,0.4370464236114465,0.54
549,0.4829336732314009,0.4373987672846556,0.54
550,0.4842002559406398,0.43806492561643484,0.54
551,0.4854345222727707,0.4384577966160053,0.54
552,0.4862327055492496,0.4390085320139074,0.54
553,0.48680698657863125,0.43943229134124895,0.54
554,0.4878239197600814,0.44006539106803433,0.54
555,0.48886989263752123,0.44046520597412436,0.54
556,0.48954059020393603,0.4410291953641766,0.54
557,0.49048237489372937,0.4413693978101998,0.54
558,0.49163934843493484,0.4419523823130761,0.54
559,0.49275703230312334,0.4422904951684335,0.54
560,0.4934546313088685,0.4427292998072757,0.54
561,0.49396405419753353,0.44310443665199845,0.54
562,0.4948884535285313,0.4436724165471353,0.54
563,0.49585497248055643,0.44403053656606134,0.54
564,0.49643352114262945,0.444537643300274,0.54
565,0.49728780291569136,0.4448509089384131,0.54
566,0.4983506887033575,0.44543277765852235,0.54
567,0.4993820417110558,0.44577799292913134,0.54
568,0.5001110357460825,0.44601408232687595,0.54
569,0.5004931116526798,0.44647918409201737,0.54
570,0.5008523107397223,0.4470883203888308,0.54
571,0.5012101332637238,0.4475812262929418,0.54
572,0.501676001390882,0.44793169370633157,0.54
573,0.502113522017911,0.44851345482224647,0.54
574,0.5027410151858268,0.4492054078664018,0.54
575,0.5033812844448752,0.44972958972329535,0.54
576,0.5044982294971777,0.45001132718723863,0.54
577,0.5058331390551258,0.4505599224839187,0.54
578,0.5071415279231969,0.45084719476414736,0.54
579,0.507956280425003,0.45127787423493,0.54
580,0.508542581072088,0.4516071368711144,0.54
