iter,timestamp,traj_waypoints,total_balls,cell0,cell1,cell2,cell3,cell4,cell5
422,2025-10-13 09:14:47,1286,145,30,33,34,4,24,20
423,2025-10-13 09:16:18,1571,130,38,9,14,23,26,20
424,2025-10-13 09:18:13,1270,115,19,18,18,24,22,14
425,2025-10-13 09:19:32,1571,129,29,15,26,15,24,20
426,2025-10-13 09:21:00,1571,123,30,20,29,1,36,7
427,2025-10-13 09:22:45,1378,140,36,12,25,26,25,16
428,2025-10-13 09:24:18,1571,139,42,24,18,0,31,24
429,2025-10-13 09:25:56,1548,101,22,8,34,6,11,20
430,2025-10-13 09:27:21,1571,149,36,25,27,14,27,20
431,2025-10-13 09:28:57,1571,150,32,28,20,12,35,23
432,2025-10-13 09:30:28,1534,146,33,26,25,8,29,25
433,2025-10-13 09:31:58,1571,147,23,19,28,26,20,31
434,2025-10-13 09:33:49,1414,129,36,20,11,23,34,5
435,2025-10-13 09:35:08,1571,139,31,19,30,22,18,19
436,2025-10-13 09:36:31,1571,149,30,21,28,17,30,23
437,2025-10-13 09:38:02,1571,147,32,19,28,11,34,23
438,2025-10-13 09:39:38,1571,137,33,10,27,18,21,28
439,2025-10-13 09:41:06,1571,139,37,12,17,23,32,18
440,2025-10-13 09:42:51,1571,150,30,17,37,21,29,16
441,2025-10-13 09:44:21,1571,148,29,18,41,13,27,20
442,2025-10-13 09:45:54,1571,137,34,15,18,20,37,13
443,2025-10-13 09:47:31,1436,137,35,8,23,31,24,16
444,2025-10-13 09:49:09,1571,128,31,13,33,15,19,17
445,2025-10-13 09:50:30,1571,131,29,11,31,29,12,19
446,2025-10-13 09:51:53,1571,129,32,10,27,12,29,19
447,2025-10-13 09:53:30,1328,134,35,27,28,0,27,17
448,2025-10-13 09:55:00,1571,131,27,28,19,7,26,24
449,2025-10-13 09:56:16,1571,150,28,17,36,25,20,24
450,2025-10-13 09:57:39,1476,135,29,20,28,16,13,29
451,2025-10-13 09:59:04,1571,124,28,17,14,28,18,19
452,2025-10-13 10:00:39,1571,150,34,22,31,21,24,18
453,2025-10-13 10:02:26,1571,148,37,17,28,22,18,26
454,2025-10-13 10:04:06,1370,138,33,19,22,31,14,19
455,2025-10-13 10:05:44,1571,133,28,17,30,23,14,21
456,2025-10-13 10:07:09,1571,126,26,25,14,22,21,18
457,2025-10-13 10:08:44,1571,121,16,3,40,22,22,18
458,2025-10-13 10:10:19,1571,138,27,21,21,18,32,19
459,2025-10-13 10:11:55,1571,138,34,15,28,18,24,19
460,2025-10-13 10:13:24,1571,146,44,24,16,7,33,22
461,2025-10-13 10:15:12,1290,137,29,25,3,36,28,16
462,2025-10-13 10:16:39,1571,143,26,17,35,23,21,21
463,2025-10-13 10:18:12,1571,148,30,19,39,17,17,26
464,2025-10-13 10:21:43,1571,148,30,19,39,17,17,26
465,2025-10-13 10:23:14,1571,141,30,12,28,22,21,28
466,2025-10-13 10:25:06,1571,142,37,29,15,11,35,15
467,2025-10-13 10:26:42,1441,143,31,17,13,35,28,19
468,2025-10-13 10:28:31,1571,145,35,23,36,12,15,24
469,2025-10-13 10:30:03,1571,142,29,20,26,19,23,25
470,2025-10-13 10:32:04,1571,150,28,22,25,30,21,24
471,2025-10-13 10:34:05,1571,140,28,17,31,25,20,19
472,2025-10-13 10:36:08,1034,140,28,17,43,18,18,16
473,2025-10-13 10:37:55,1571,140,17,27,25,22,28,21
474,2025-10-13 10:39:19,1571,122,25,21,29,21,15,11
475,2025-10-13 10:40:54,1439,131,31,21,28,19,20,12
476,2025-10-13 10:42:20,1555,125,29,18,32,4,34,8
477,2025-10-13 10:43:51,1571,128,30,10,26,24,24,14
478,2025-10-13 10:45:35,1571,130,15,23,14,37,16,25
479,2025-10-13 10:47:11,1246,140,47,3,27,24,24,15
480,2025-10-13 10:48:51,1571,144,28,17,34,28,18,19
481,2025-10-13 10:50:40,1571,149,39,27,21,15,22,25
482,2025-10-13 10:52:13,1283,136,20,14,35,23,23,21
483,2025-10-13 10:53:48,1571,143,36,16,33,15,28,15
484,2025-10-13 10:55:14,1571,133,28,17,27,17,21,23
485,2025-10-13 10:57:00,1464,130,34,25,14,16,39,2
486,2025-10-13 10:59:12,359,143,25,24,28,23,21,22
487,2025-10-13 11:00:42,1571,133,28,16,27,15,29,18
488,2025-10-13 11:02:14,1470,127,29,22,17,30,19,10
489,2025-10-13 11:03:47,1571,149,33,18,31,11,39,17
490,2025-10-13 11:06:02,1215,135,41,32,11,11,25,15
491,2025-10-13 11:07:50,1464,121,33,24,18,19,24,3
492,2025-10-13 11:09:16,1571,132,33,19,29,3,26,22
493,2025-10-13 11:11:09,1295,125,41,2,28,32,1,21
494,2025-10-13 11:12:39,1571,132,27,24,18,26,21,16
495,2025-10-13 11:14:32,1470,113,28,17,40,16,3,9
496,2025-10-13 11:16:02,1571,141,38,19,13,23,27,21
497,2025-10-13 11:17:46,1571,144,29,24,30,17,28,16
498,2025-10-13 11:19:07,1571,131,28,15,27,15,27,19
499,2025-10-13 11:21:02,1571,140,28,16,35,21,23,17
500,2025-10-13 11:22:44,1571,138,28,15,37,21,21,16
