step,x,y,z
250,-0.2756692441211855,-0.3868467740497174,0.54
251,-0.27505666773953114,-0.38684442030145205,0.54
252,-0.2743950847006332,-0.386894444772086,0.54
253,-0.27392034635615575,-0.38682012494754064,0.54
254,-0.27340913671775013,-0.386808967845701,0.54
255,-0.2730000608975156,-0.38669094518540587,0.54
256,-0.2724260860254829,-0.38658440988355824,0.54
257,-0.2720650822217633,-0.3864822587850294,0.54
258,-0.2715629211973538,-0.386547753547059,0.54
259,-0.27101100917959375,-0.3866872517780532,0.54
260,-0.27044689154556245,-0.386870611233659,0.54
261,-0.2699527761365177,-0.38690779137993536,0.54
262,-0.2694707597835555,-0.38680289601401285,0.54
263,-0.26890582685431047,-0.38680134461574506,0.54
264,-0.2683485724288541,-0.3869505511121271,0.54
265,-0.26789614215130886,-0.38699267082303296,0.54
266,-0.2673125996936671,-0.3870990957164761,0.54
267,-0.26672960504142956,-0.38725951847621354,0.54
268,-0.2661274592338604,-0.387402810340384,0.54
269,-0.26553279963646764,-0.3875468622007104,0.54
270,-0.26494702508048695,-0.3876611870982275,0.54
271,-0.2644535063227664,-0.38759584687882526,0.54
272,-0.26397348476323806,-0.3874083144263748,0.54
273,-0.2635982224812312,-0.3872328770571773,0.54
274,-0.26317600257401047,-0.3870462011608638,0.54
275,-0.26263315694657374,-0.38702402631613797,0.54
276,-0.2622329783860218,-0.38694367086114845,0.54
277,-0.2616322844863072,-0.38699132711595646,0.54
278,-0.26112329169133724,-0.386961680431732,0.54
279,-0.2605991059187913,-0.3871089794351354,0.54
280,-0.2601910546442743,-0.3871532679003475,0.54
281,-0.2597578799288918,-0.38725967052757676,0.54
282,-0.25938257195145403,-0.3872228481793206,0.54
283,-0.25880489007909585,-0.3871669161127951,0.54
284,-0.25839832973627236,-0.3871031829650754,0.54
285,-0.2578536673160771,-0.38722466034930425,0.54
286,-0.2573747106255542,-0.3872919474854587,0.54
287,-0.25690029128848124,-0.3872205562016961,0.54
288,-0.256317096820695,-0.3872540191955671,0.54
289,-0.2557216299581547,-0.3874352211348325,0.54
290,-0.25519526870431436,-0.3875123301556287,0.54
291,-0.254542537645048,-0.3876444849956312,0.54
292,-0.25400001155618385,-0.38779697731910445,0.54
293,-0.2534317294498863,-0.3877636090174362,0.54
294,-0.25278233310084386,-0.3878048569897805,0.54
295,-0.2523045187210354,-0.3877432475239439,0.54
296,-0.2517805765127844,-0.3877538834683593,0.54
297,-0.25139453481290147,-0.3876657813220252,0.54
298,-0.25083494927148264,-0.3875694619913112,0.54
299,-0.2504620174962737,-0.38747986159821857,0.54
300,-0.24994404630265682,-0.38755007541932623,0.54
301,-0.2493740657386887,-0.3876942692511215,0.54
302,-0.24879349678594023,-0.3878769517423092,0.54
303,-0.24827818365808269,-0.3879149599155352,0.54
304,-0.2477827292157308,-0.3878050999360085,0.54
305,-0.24720852078295416,-0.3878006383600845,0.54
306,-0.24664745604785943,-0.38794547050915396,0.54
307,-0.24618930215467855,-0.3879853065483541,0.54
308,-0.24560799447869447,-0.38808730035969585,0.54
309,-0.24502774651242573,-0.3882442954855982,0.54
310,-0.2444380334078777,-0.38838337669515827,0.54
311,-0.2438799561488377,-0.3885161501867257,0.54
312,-0.2433216605770663,-0.38862432605573377,0.54
313,-0.24284240875313806,-0.38855845912851944,0.54
314,-0.24237193178040514,-0.3883750076353288,0.54
315,-0.24199982727645597,-0.3882050076330805,0.54
316,-0.24157962689073537,-0.38802427392142164,0.54
317,-0.24104433681967052,-0.3880057416564697,0.54
318,-0.24064367009457693,-0.3879321053915458,0.54
319,-0.24003914780397004,-0.38798200528358634,0.54
320,-0.2395290922761539,-0.3879534702764023,0.54
321,-0.23900940383862174,-0.3880992604016983,0.54
322,-0.23860082240147362,-0.3881433779643937,0.54
323,-0.23810435681329406,-0.38823963152299024,0.54
324,-0.2377029333035062,-0.3882033228067882,0.54
325,-0.23712159855744863,-0.3881503622871696,0.54
326,-0.2367192516775241,-0.38809054186320086,0.54
327,-0.2361945400138381,-0.38821367356778486,0.54
328,-0.23568311312294862,-0.3882712986029904,0.54
329,-0.23520258770407526,-0.38819990929501297,0.54
330,-0.23454202089888887,-0.3880868479335239,0.54
331,-0.23412615533557368,-0.38798668975691647,0.54
332,-0.23367516535834756,-0.3880494870995085,0.54
333,-0.23329751216849476,-0.3880148973724244,0.54
334,-0.23276240189278277,-0.388176061432463,0.54
335,-0.23218551602692114,-0.38838450583508216,0.54
336,-0.2315801125350255,-0.3886049653111718,0.54
337,-0.23104417529647184,-0.38866781245511695,0.54
338,-0.23035170882355238,-0.3887844707758234,0.54
339,-0.22974023591873796,-0.38900695796247214,0.54
340,-0.22909039602539363,-0.3890449979499259,0.54
341,-0.22864132347898453,-0.3889773954162721,0.54
342,-0.22814019271347447,-0.3890003822552042,0.54
343,-0.2276259124919048,-0.38909803372454216,0.54
344,-0.22708794424028786,-0.38919865076344934,0.54
345,-0.22661777239950504,-0.38914178213424033,0.54
346,-0.22615013359897676,-0.3889765301552269,0.54
347,-0.22562494080589288,-0.3889163612781977,0.54
348,-0.22513256615436728,-0.3889990850122432,0.54
349,-0.22474500145022483,-0.38897561449272483,0.54
350,-0.22423416246888894,-0.38902357955142225,0.54
351,-0.22370480273074664,-0.3891390686696338,0.54
352,-0.22315768946511058,-0.3890981508212227,0.54
353,-0.22277055367372658,-0.38900750256076005,0.54
354,-0.2222995889708417,-0.3890999740688143,0.54
355,-0.22166683785317526,-0.389155177182541,0.54
356,-0.22110494730499122,-0.3892728801577569,0.54
357,-0.22040709715101564,-0.38932928663686006,0.54
358,-0.21983623557807885,-0.3894745689056131,0.54
359,-0.2193665306441637,-0.3894866106602471,0.54
360,-0.21883297146414507,-0.38956659648147063,0.54
361,-0.21829615705113323,-0.3895281598394785,0.54
362,-0.21792068941402032,-0.3893667349999447,0.54
363,-0.21738495992618917,-0.3893101733656979,0.54
364,-0.21695266077793174,-0.3894040508752482,0.54
365,-0.2164166366608296,-0.389476477494551,0.54
366,-0.21588952503356587,-0.38958488090169857,0.54
367,-0.2154137925280823,-0.389585246680885,0.54
368,-0.2149693857214909,-0.38948226869174674,0.54
369,-0.21444919548282107,-0.38949519724887005,0.54
370,-0.21402270889110614,-0.38939887461801664,0.54
371,-0.2134279558333429,-0.3894162796558649,0.54
372,-0.2129071455488525,-0.38937046808378145,0.54
373,-0.21240704930385876,-0.38948040328770644,0.54
374,-0.21201467368992655,-0.38945450503504725,0.54
375,-0.21151944080979557,-0.3895007654161781,0.54
376,-0.21099461748845755,-0.38961047259058856,0.54
377,-0.2104494199438742,-0.3896862532332405,0.54
378,-0.20989074791648976,-0.389781332435756,0.54
379,-0.20939736306308968,-0.38978051228685384,0.54
380,-0.20889932932967514,-0.3899076965942505,0.54
381,-0.20831533980870512,-0.38989550890563074,0.54
382,-0.20790402000990682,-0.38975427493073045,0.54
383,-0.20742910744117668,-0.3895551131074697,0.54
384,-0.20707954991790048,-0.38940794007889523,0.54
385,-0.206610131255504,-0.38946140625414416,0.54
386,-0.20602772832406424,-0.38940474790824914,0.54
387,-0.20563199190181253,-0.38929392715602,0.54
388,-0.20503914409645366,-0.3893040680330067,0.54
389,-0.20449477583585332,-0.3894769520987044,0.54
390,-0.20386918575109245,-0.3896314184092657,0.54
391,-0.20327715587204692,-0.3898085330764328,0.54
392,-0.2027386281769348,-0.3898788102157835,0.54
393,-0.20227911841813692,-0.38979572370105203,0.54
394,-0.2017438538514063,-0.38983918656781724,0.54
395,-0.2013042584488998,-0.3897828677346358,0.54
396,-0.20070814484821511,-0.389825900125646,0.54
397,-0.20019953913012792,-0.3899987322422216,0.54
398,-0.19961648721341563,-0.39002769072656995,0.54
399,-0.1992236353002365,-0.3899295488492186,0.54
400,-0.19872329284113446,-0.38991984306353406,0.54
401,-0.19820569684829636,-0.3899938259225832,0.54
402,-0.19768819828242393,-0.39007917886905674,0.54
403,-0.19714828943028326,-0.39017791826597586,0.54
404,-0.1966352303339403,-0.39026437832015837,0.54
405,-0.19621093791277108,-0.39018810427108497,0.54
406,-0.19563328274296246,-0.39019854678152643,0.54
407,-0.19515025696227856,-0.390337018198973,0.54
408,-0.1945945582222642,-0.39041531590777245,0.54
409,-0.19408316844033047,-0.39051984871594625,0.54
410,-0.19345642368266855,-0.39054800012461927,0.54
411,-0.19301184226212784,-0.39064599609942957,0.54
412,-0.1924892052104954,-0.39066027583714935,0.54
413,-0.1920602665437956,-0.3904827477643988,0.54
414,-0.19150245844676544,-0.3904249992970014,0.54
415,-0.19099745196370835,-0.39029385619079504,0.54
416,-0.190514226141344,-0.3902787270104416,0.54
417,-0.19016455317512482,-0.39016211411202184,0.54
418,-0.18979761030235218,-0.3900726226542991,0.54
419,-0.1894544404324945,-0.3899429374955528,0.54
420,-0.18890277475626865,-0.3898516060018045,0.54
421,-0.18853746608332378,-0.38975585814678415,0.54
422,-0.1880661723617745,-0.3898266954694309,0.54
423,-0.187534805390468,-0.3899701106209222,0.54
424,-0.18699881501449,-0.39013864954648747,0.54
425,-0.18649413637434462,-0.3901512500064546,0.54
426,-0.1859987109443692,-0.39000716585188255,0.54
427,-0.1855609458803357,-0.38988886002064943,0.54
428,-0.18509277988453796,-0.38972364022288103,0.54
429,-0.18450615852546567,-0.3897301569399856,0.54
430,-0.18402746054671118,-0.3897075461625,0.54
431,-0.18336229936105783,-0.3898072750549924,0.54
432,-0.18282852799924237,-0.38979932062546957,0.54
433,-0.18230489746554762,-0.3899619930850848,0.54
434,-0.18186891110076017,-0.3900348053452425,0.54
435,-0.18134461047094155,-0.390158548562164,0.54
436,-0.18093423068489434,-0.39013488123902895,0.54
437,-0.180359591486578,-0.3900867993497246,0.54
438,-0.17974175607561935,-0.390118826827404,0.54
439,-0.17930193116682758,-0.3900572624352891,0.54
440,-0.17871367532813226,-0.3901018309009839,0.54
441,-0.17818004655280956,-0.39026037921886203,0.54
442,-0.17770424571523724,-0.390319317820207,0.54
443,-0.1772660882554324,-0.39024377864040627,0.54
444,-0.17672222258363113,-0.3902517150286776,0.54
445,-0.17618115660377925,-0.3903358097537128,0.54
446,-0.1757176390471454,-0.3903708471041221,0.54
447,-0.17521865323520944,-0.39051151142667617,0.54
448,-0.17463205886389585,-0.39048397507668753,0.54
449,-0.17420594156936023,-0.3903706932170759,0.54
450,-0.17364836754029359,-0.39036762316923024,0.54
451,-0.173159827340842,-0.39054124004054547,0.54
452,-0.1725898624625888,-0.3906769687517989,0.54
453,-0.17205341665395602,-0.3908298446274028,0.54
454,-0.17153805966629282,-0.39083794741687194,0.54
455,-0.17118020867990563,-0.39081804346587734,0.54
456,-0.1707216606732948,-0.39085706867527337,0.54
457,-0.1702853099676208,-0.3907538668995249,0.54
458,-0.16980940360222008,-0.39054565226274857,0.54
459,-0.16928212896893102,-0.39046742715521776,0.54
460,-0.1687849140113859,-0.3905258514039908,0.54
461,-0.16839694124414795,-0.3905033790733352,0.54
462,-0.16788409553867858,-0.3905443704800857,0.54
463,-0.16740480131714358,-0.39064303803299877,0.54
464,-0.1668788370555526,-0.3907374580569496,0.54
465,-0.1663171262343763,-0.390850585797775,0.54
466,-0.16576218961457556,-0.39093472629149034,0.54
467,-0.16525651559158783,-0.39086128445308244,0.54
468,-0.16475433004053475,-0.3906508179116277,0.54
469,-0.16433002664561117,-0.39048157540022976,0.54
470,-0.16387044963665137,-0.39027934540776965,0.54
471,-0.16330884660881645,-0.390250147133211,0.54
472,-0.16285639838803517,-0.39019412076461535,0.54
473,-0.16220985807223345,-0.39026585848299716,0.54
474,-0.1616743410423733,-0.39023914901627504,0.54
475,-0.1611588358880214,-0.3903741853660818,0.54
476,-0.1607265659917826,-0.39041314298085006,0.54
477,-0.16020058519205582,-0.3905069549258202,0.54
478,-0.15978157088863948,-0.3904610586904924,0.54
479,-0.15919423258332716,-0.390398056070308,0.54
480,-0.15857148598852486,-0.3904200969664743,0.54
481,-0.15812149535738676,-0.39035818691556534,0.54
482,-0.15749544086826303,-0.39040959511076023,0.54
483,-0.15696472751112478,-0.390567027902788,0.54
484,-0.15647920327243706,-0.3906415549161661,0.54
485,-0.156040947023786,-0.3905715037178409,0.54
486,-0.15550921833848055,-0.3905848447842094,0.54
487,-0.1549779358711243,-0.3906719650001232,0.54
488,-0.15451822542301089,-0.39071078947758286,0.54
489,-0.15403252780728133,-0.39085490757659186,0.54
490,-0.15345600676287005,-0.39082778147667807,0.54
491,-0.15303161361388393,-0.3907170766712221,0.54
492,-0.15255474576131495,-0.3905150715885287,0.54
493,-0.15218675267360815,-0.39038759045361016,0.54
494,-0.1517031601728803,-0.3904449675115196,0.54
495,-0.15115746925141704,-0.3905968383849146,0.54
496,-0.15060335381589732,-0.39060780948477153,0.54
497,-0.15005194278333123,-0.3906873872993296,0.54
498,-0.14962008984813305,-0.39064185984226935,0.54
499,-0.14910759602172174,-0.39065774829537,0.54
500,-0.1486879299776676,-0.39054498545145655,0.54
501,-0.1481004952364238,-0.39042903397676587,0.54
502,-0.1476904857239812,-0.39035221401417347,0.54
503,-0.14718733534278433,-0.39045676741271196,0.54
504,-0.14663459862763012,-0.3906310327832041,0.54
505,-0.14610373831756424,-0.39083414272603667,0.54
506,-0.14559367920212035,-0.39088459908165163,0.54
507,-0.145106056652015,-0.390767101413902,0.54
508,-0.14455680126110274,-0.3907479085710106,0.54
509,-0.1440488625779164,-0.3908648479465313,0.54
510,-0.14359728413238776,-0.39087892004189845,0.54
511,-0.14305447267350918,-0.39095194548949347,0.54
512,-0.14250426362094423,-0.3910900055274066,0.54
513,-0.1419623859066126,-0.391199354673089,0.54
514,-0.141409781463467,-0.3913126418631355,0.54
515,-0.14088111644405865,-0.39138078179668684,0.54
516,-0.14039304205454645,-0.3912758865026021,0.54
517,-0.1398989223186427,-0.3910537826604825,0.54
518,-0.13948650047008648,-0.3908598291459757,0.54
519,-0.13903003664167257,-0.3906492500141957,0.54
520,-0.138488516090124,-0.3906046380380627,0.54
521,-0.1380500524373777,-0.39053282933951244,0.54
522,-0.1374158182559358,-0.3905899002657679,0.54
523,-0.13688544440746553,-0.39055684946240904,0.54
524,-0.13638349903825545,-0.3906813991107165,0.54
525,-0.13595642908358896,-0.39071014202468485,0.54
526,-0.13543296750508377,-0.3907939473561624,0.54
527,-0.13501416579838263,-0.39074147052277836,0.54
528,-0.13442645857476623,-0.39067333122625564,0.54
529,-0.13400858635687998,-0.39060513063607605,0.54
530,-0.1335193884538058,-0.390715776080259,0.54
531,-0.13301860994595105,-0.3907667585420257,0.54
532,-0.1326067813371767,-0.3907362914710111,0.54
533,-0.13199417124176765,-0.39063830746012373,0.54
534,-0.1315708071257948,-0.39053036380329254,0.54
535,-0.13109202685839397,-0.3905684359678763,0.54
536,-0.13068401376128128,-0.39050841182826196,0.54
537,-0.13016623401540509,-0.3906363628249098,0.54
538,-0.12961315707250523,-0.3908205076490934,0.54
539,-0.12905928737433062,-0.3910036044301145,0.54
