iter,step,x,y,z,error_m,timestamp
47,211,0.6736809627865687,-0.6736809627865687,0.51,0.0019270812272024782,2025-12-23 22:13:06
47,212,0.6762145311880411,-0.6762145311880411,0.51,0.005374267123062673,2025-12-23 22:13:06
47,213,0.6787291329501123,-0.6787291329501123,0.51,0.008796824206114896,2025-12-23 22:13:06
47,288,0.8161518711892255,-0.8161518711892255,0.51,0.0027073034495047844,2025-12-23 22:13:08
47,289,0.8174542237063226,-0.8174542237063226,0.51,0.002593469757403163,2025-12-23 22:13:08
47,290,0.8187472611555571,-0.8187472611555571,0.51,0.004369988914262343,2025-12-23 22:13:08
47,291,0.820031102679564,-0.820031102679564,0.51,0.006133952045377056,2025-12-23 22:13:08
47,292,0.8213058610401558,-0.8213058610401558,0.51,0.007885495589484287,2025-12-23 22:13:08
47,293,0.8225716425263943,-0.8225716425263943,0.51,0.009624763627723108,2025-12-23 22:13:08
47,294,0.8238285468731918,-0.8238285468731918,0.51,0.011351892000068288,2025-12-23 22:13:08
47,295,0.8250766671904832,-0.8250766671904832,0.51,0.013067008464078456,2025-12-23 22:13:08
47,296,0.8263160899029882,-0.8263160899029882,0.51,0.014770232241778158,2025-12-23 22:13:08
47,297,0.8275468947005697,-0.8275468947005697,0.51,0.016461673696088655,2025-12-23 22:13:08
47,298,0.828769154499166,-0.828769154499166,0.51,0.018141434072884665,2025-12-23 22:13:08
47,299,0.8299829354122578,-0.8299829354122578,0.51,0.01980960528901704,2025-12-23 22:13:08
47,300,0.8311882967328094,-0.8311882967328094,0.51,0.021466269763658435,2025-12-23 22:13:09
47,301,0.8323852909255998,-0.8323852909255998,0.51,0.02311150029422058,2025-12-23 22:13:09
47,302,0.8335739636298392,-0.8335739636298392,0.51,0.024745359977862667,2025-12-23 22:13:09
47,303,0.8347543536719448,-0.8347543536719448,0.51,0.026367902178001536,2025-12-23 22:13:09
47,304,0.8359264930883264,-0.8359264930883264,0.51,0.027979170533403205,2025-12-23 22:13:09
47,305,0.8370904071580121,-0.8370904071580121,0.51,0.029579199005927037,2025-12-23 22:13:09
47,306,0.8382461144449223,-0.8382461144449223,0.51,0.0155839937777112,2025-12-23 22:13:09
47,307,0.8393936268495792,-0.8393936268495792,0.51,0.01637296895674666,2025-12-23 22:13:09
